,team,spi,off,def,date
0,Man City,90.1,3.1,0.5,2018-01-31
1,Liverpool,87.0,2.9,0.6,2018-01-31
2,Man United,78.9,2.3,0.7,2018-01-31
3,Chelsea,82.8,2.5,0.6,2018-01-31
4,Tottenham,85.2,2.6,0.5,2018-01-31
5,Arsenal,80.9,2.8,0.9,2018-01-31
6,Leicester,65.5,1.8,0.9,2018-01-31
7,Burnley,59.8,1.4,0.8,2018-01-31
8,Everton,57.1,1.6,1.1,2018-01-31
9,Bournemouth,60.6,1.8,1.1,2018-01-31
10,Crystal Palace,63.1,1.7,1.0,2018-01-31
11,Watford,57.9,1.7,1.2,2018-01-31
12,West Ham,58.2,1.7,1.1,2018-01-31
13,Southamon,59.1,1.6,1.0,2018-01-31
14,Swansea City,52.9,1.3,1.0,2018-01-31
15,Stoke City,53.0,1.5,1.2,2018-01-31
16,Newcastle,53.5,1.5,1.1,2018-01-31
17,Brighton,49.9,1.3,1.1,2018-01-31
18,West Brom,56.0,1.4,0.9,2018-01-31
19,Huddersfield,44.9,1.1,1.2,2018-01-31
