,team,spi,off,def,date
0,Man City,86.9,2.7,0.5,2017-09-13
1,Man United,84.5,2.5,0.5,2017-09-13
2,Chelsea,83.4,2.6,0.7,2017-09-13
3,Tottenham,81.8,2.4,0.6,2017-09-13
4,Liverpool,76.9,2.3,0.8,2017-09-13
5,Arsenal,76.7,2.5,0.9,2017-09-13
6,Everton,65.5,1.8,0.9,2017-09-13
7,Stoke City,62.5,1.7,0.9,2017-09-13
8,Burnley,60.4,1.6,1.0,2017-09-13
9,Leicester,62.5,1.8,1.0,2017-09-13
10,Watford,58.1,1.6,1.0,2017-09-13
11,Southamon,61.2,1.6,0.9,2017-09-13
12,West Brom,55.7,1.4,1.0,2017-09-13
13,West Ham,58.0,1.7,1.2,2017-09-13
14,Newcastle,54.6,1.4,1.1,2017-09-13
15,Swansea City,55.1,1.5,1.1,2017-09-13
16,Crystal Palace,56.5,1.5,1.1,2017-09-13
17,Bournemouth,54.3,1.6,1.2,2017-09-13
18,Huddersfield,46.9,1.2,1.2,2017-09-13
19,Brighton,48.2,1.2,1.1,2017-09-13
