,team,spi,off,def,date
0,Man City,90.8,3.0,0.4,2018-03-14
1,Man United,78.5,2.3,0.7,2018-03-14
2,Liverpool,88.0,2.9,0.6,2018-03-14
3,Tottenham,87.1,2.7,0.5,2018-03-14
4,Chelsea,80.8,2.4,0.7,2018-03-14
5,Arsenal,79.7,2.6,0.9,2018-03-14
6,Burnley,61.7,1.5,0.8,2018-03-14
7,Leicester,65.7,1.8,0.9,2018-03-14
8,Everton,58.3,1.7,1.1,2018-03-14
9,Watford,60.1,1.7,1.1,2018-03-14
10,Bournemouth,56.3,1.8,1.3,2018-03-14
11,Brighton,54.8,1.4,1.0,2018-03-14
12,Newcastle,57.1,1.5,1.0,2018-03-14
13,Swansea City,52.8,1.4,1.1,2018-03-14
14,Crystal Palace,60.5,1.7,1.1,2018-03-14
15,Huddersfield,49.9,1.3,1.1,2018-03-14
16,West Ham,52.8,1.6,1.3,2018-03-14
17,Southamon,57.4,1.6,1.1,2018-03-14
18,Stoke City,52.4,1.4,1.1,2018-03-14
19,West Brom,50.4,1.3,1.1,2018-03-14
