,team,spi,off,def,date
0,Man City,90.8,3.2,0.5,2017-11-01
1,Man United,84.5,2.5,0.5,2017-11-01
2,Tottenham,84.9,2.5,0.5,2017-11-01
3,Chelsea,81.1,2.5,0.7,2017-11-01
4,Arsenal,79.3,2.6,0.8,2017-11-01
5,Liverpool,81.2,2.5,0.7,2017-11-01
6,Burnley,59.2,1.5,0.9,2017-11-01
7,Watford,59.6,1.7,1.1,2017-11-01
8,Leicester,63.0,1.7,1.0,2017-11-01
9,Stoke City,59.3,1.7,1.1,2017-11-01
10,Southamon,61.2,1.6,0.9,2017-11-01
11,Everton,59.8,1.7,1.1,2017-11-01
12,Newcastle,55.7,1.4,1.0,2017-11-01
13,West Brom,54.8,1.4,1.0,2017-11-01
14,Brighton,51.7,1.3,1.0,2017-11-01
15,West Ham,55.7,1.6,1.2,2017-11-01
16,Bournemouth,54.4,1.5,1.1,2017-11-01
17,Swansea City,54.2,1.4,1.1,2017-11-01
18,Huddersfield,47.0,1.2,1.1,2017-11-01
19,Crystal Palace,56.2,1.6,1.1,2017-11-01
