,team,spi,off,def,date
0,Man City,90.6,3.0,0.5,2018-01-04
1,Chelsea,85.6,2.6,0.5,2018-01-04
2,Liverpool,86.3,2.9,0.7,2018-01-04
3,Man United,79.8,2.4,0.7,2018-01-04
4,Tottenham,83.8,2.5,0.6,2018-01-04
5,Arsenal,82.9,2.8,0.8,2018-01-04
6,Burnley,60.5,1.4,0.8,2018-01-04
7,Leicester,64.3,1.8,1.0,2018-01-04
8,Everton,58.4,1.6,1.1,2018-01-04
9,Crystal Palace,64.1,1.7,0.9,2018-01-04
10,Watford,57.4,1.7,1.2,2018-01-04
11,West Ham,56.5,1.7,1.2,2018-01-04
12,Bournemouth,55.6,1.7,1.2,2018-01-04
13,Southamon,59.7,1.6,1.0,2018-01-04
14,Huddersfield,48.4,1.2,1.1,2018-01-04
15,Brighton,51.0,1.3,1.0,2018-01-04
16,Newcastle,52.8,1.4,1.1,2018-01-04
17,Stoke City,52.3,1.6,1.3,2018-01-04
18,West Brom,54.6,1.3,0.9,2018-01-04
19,Swansea City,49.5,1.2,1.1,2018-01-04
