,team,spi,off,def,date
0,Man City,90.8,3.1,0.5,2017-10-22
1,Tottenham,84.5,2.5,0.5,2017-10-22
2,Man United,84.4,2.5,0.5,2017-10-22
3,Chelsea,81.2,2.5,0.7,2017-10-22
4,Arsenal,79.4,2.6,0.8,2017-10-22
5,Liverpool,80.0,2.5,0.8,2017-10-22
6,Watford,59.8,1.7,1.1,2017-10-22
7,Burnley,58.9,1.5,1.0,2017-10-22
8,Leicester,62.4,1.8,1.0,2017-10-22
9,Southamon,61.9,1.6,0.9,2017-10-22
10,Everton,60.4,1.7,1.1,2017-10-22
11,Newcastle,56.0,1.5,1.0,2017-10-22
12,Stoke City,59.1,1.7,1.1,2017-10-22
13,West Ham,56.1,1.6,1.1,2017-10-22
14,Bournemouth,55.2,1.5,1.1,2017-10-22
15,West Brom,53.6,1.3,1.0,2017-10-22
16,Brighton,51.0,1.3,1.1,2017-10-22
17,Swansea City,54.0,1.4,1.1,2017-10-22
18,Huddersfield,48.0,1.2,1.1,2017-10-22
19,Crystal Palace,55.9,1.5,1.1,2017-10-22
