,team,spi,off,def,date
0,Man City,91.4,3.1,0.4,2017-12-27
1,Chelsea,84.3,2.5,0.6,2017-12-27
2,Liverpool,86.8,2.9,0.6,2017-12-27
3,Man United,79.9,2.4,0.7,2017-12-27
4,Tottenham,84.1,2.6,0.6,2017-12-27
5,Arsenal,83.6,2.7,0.7,2017-12-27
6,Burnley,59.2,1.4,0.9,2017-12-27
7,Leicester,62.6,1.8,1.0,2017-12-27
8,Everton,60.0,1.7,1.0,2017-12-27
9,Watford,57.9,1.7,1.2,2017-12-27
10,Crystal Palace,62.0,1.7,1.0,2017-12-27
11,Huddersfield,50.6,1.3,1.1,2017-12-27
12,Southamon,60.6,1.7,1.0,2017-12-27
13,Stoke City,55.3,1.7,1.3,2017-12-27
14,Brighton,50.7,1.3,1.0,2017-12-27
15,West Ham,54.8,1.7,1.2,2017-12-27
16,Bournemouth,54.3,1.6,1.2,2017-12-27
17,Newcastle,51.9,1.4,1.2,2017-12-27
18,West Brom,54.4,1.3,0.9,2017-12-27
19,Swansea City,48.8,1.2,1.1,2017-12-27
