,team,spi,off,def,date
0,Man City,91.1,3.1,0.5,2018-04-24
1,Man United,78.9,2.3,0.7,2018-04-24
2,Liverpool,88.8,3.0,0.6,2018-04-24
3,Tottenham,85.5,2.6,0.6,2018-04-24
4,Chelsea,80.4,2.4,0.7,2018-04-24
5,Arsenal,80.2,2.8,0.9,2018-04-24
6,Burnley,62.0,1.5,0.8,2018-04-24
7,Everton,60.1,1.7,1.0,2018-04-24
8,Leicester,65.5,1.8,0.9,2018-04-24
9,Newcastle,59.3,1.5,0.9,2018-04-24
10,Bournemouth,56.3,1.8,1.3,2018-04-24
11,Watford,56.4,1.6,1.1,2018-04-24
12,Crystal Palace,62.7,1.8,1.0,2018-04-24
13,West Ham,53.9,1.7,1.3,2018-04-24
14,Brighton,53.9,1.4,1.1,2018-04-24
15,Swansea City,50.9,1.3,1.1,2018-04-24
16,Huddersfield,48.3,1.2,1.1,2018-04-24
17,Southamon,58.6,1.6,1.0,2018-04-24
18,Stoke City,51.7,1.4,1.2,2018-04-24
19,West Brom,54.5,1.5,1.1,2018-04-24
