,team,spi,off,def,date
0,Man City,90.4,3.0,0.5,2018-01-15
1,Liverpool,86.8,3.0,0.7,2018-01-15
2,Chelsea,84.6,2.5,0.5,2018-01-15
3,Man United,79.7,2.4,0.7,2018-01-15
4,Tottenham,84.8,2.6,0.6,2018-01-15
5,Arsenal,81.8,2.7,0.8,2018-01-15
6,Leicester,65.6,1.8,0.9,2018-01-15
7,Burnley,60.4,1.4,0.8,2018-01-15
8,Everton,56.9,1.6,1.1,2018-01-15
9,Crystal Palace,64.1,1.7,0.9,2018-01-15
10,Watford,57.9,1.8,1.2,2018-01-15
11,West Ham,58.3,1.8,1.2,2018-01-15
12,Bournemouth,57.1,1.7,1.2,2018-01-15
13,Southamon,59.2,1.6,1.1,2018-01-15
14,Newcastle,52.3,1.4,1.1,2018-01-15
15,Brighton,50.0,1.3,1.1,2018-01-15
16,Huddersfield,46.7,1.2,1.2,2018-01-15
17,Stoke City,52.4,1.6,1.3,2018-01-15
18,West Brom,55.6,1.4,0.9,2018-01-15
19,Swansea City,50.0,1.3,1.1,2018-01-15
