,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2018-08-11,Away,W,2,0,Fulham,1.0,0.7,35.0,Crystal Palace
1,2018-08-20,Home,L,0,2,Liverpool,0.4,2.6,37.0,Crystal Palace
2,2018-08-26,Away,L,1,2,Watford,1.0,1.2,57.0,Crystal Palace
4,2018-09-01,Home,L,0,2,Southampton,2.4,2.7,50.0,Crystal Palace
5,2018-09-15,Away,W,1,0,Huddersfield,0.7,0.9,41.0,Crystal Palace
6,2018-09-22,Home,D,0,0,Newcastle Utd,0.9,0.2,61.0,Crystal Palace
8,2018-10-01,Away,L,1,2,Bournemouth,0.4,1.8,55.0,Crystal Palace
9,2018-10-06,Home,L,0,1,Wolves,1.4,0.7,67.0,Crystal Palace
10,2018-10-21,Away,L,0,2,Everton,1.3,1.8,41.0,Crystal Palace
11,2018-10-28,Home,D,2,2,Arsenal,2.3,0.9,43.0,Crystal Palace
13,2018-11-04,Away,L,1,3,Chelsea,0.4,1.7,27.0,Crystal Palace
14,2018-11-10,Home,L,0,1,Tottenham,0.8,1.2,36.0,Crystal Palace
15,2018-11-24,Away,D,0,0,Manchester Utd,1.2,0.9,41.0,Crystal Palace
16,2018-12-01,Home,W,2,0,Burnley,1.6,0.7,58.0,Crystal Palace
17,2018-12-04,Away,L,1,3,Brighton,1.7,1.3,68.0,Crystal Palace
18,2018-12-08,Away,L,2,3,West Ham,0.7,1.2,51.0,Crystal Palace
19,2018-12-15,Home,W,1,0,Leicester City,0.5,1.0,44.0,Crystal Palace
20,2018-12-22,Away,W,3,2,Manchester City,0.9,1.5,22.0,Crystal Palace
21,2018-12-26,Home,D,0,0,Cardiff City,2.1,0.9,62.0,Crystal Palace
22,2018-12-30,Home,L,0,1,Chelsea,0.2,0.9,35.0,Crystal Palace
23,2019-01-02,Away,W,2,0,Wolves,1.9,0.5,48.0,Crystal Palace
25,2019-01-12,Home,L,1,2,Watford,1.3,1.6,55.0,Crystal Palace
26,2019-01-19,Away,L,3,4,Liverpool,0.7,2.6,30.0,Crystal Palace
28,2019-01-30,Away,D,1,1,Southampton,1.1,1.2,42.0,Crystal Palace
29,2019-02-02,Home,W,2,0,Fulham,2.2,0.6,38.0,Crystal Palace
30,2019-02-09,Home,D,1,1,West Ham,2.6,1.7,58.0,Crystal Palace
32,2019-02-23,Away,W,4,1,Leicester City,1.7,1.2,36.0,Crystal Palace
33,2019-02-27,Home,L,1,3,Manchester Utd,1.7,1.0,46.0,Crystal Palace
34,2019-03-02,Away,W,3,1,Burnley,0.5,2.1,43.0,Crystal Palace
35,2019-03-09,Home,L,1,2,Brighton,1.5,0.2,62.0,Crystal Palace
37,2019-03-30,Home,W,2,0,Huddersfield,2.7,1.1,49.0,Crystal Palace
38,2019-04-03,Away,L,0,2,Tottenham,0.3,2.1,35.0,Crystal Palace
39,2019-04-06,Away,W,1,0,Newcastle Utd,0.9,0.9,47.0,Crystal Palace
40,2019-04-14,Home,L,1,3,Manchester City,0.4,2.5,27.0,Crystal Palace
41,2019-04-21,Away,W,3,2,Arsenal,1.6,1.2,28.0,Crystal Palace
42,2019-04-27,Home,D,0,0,Everton,0.3,1.5,37.0,Crystal Palace
43,2019-05-04,Away,W,3,2,Cardiff City,1.6,1.9,60.0,Crystal Palace
44,2019-05-12,Home,W,5,3,Bournemouth,2.8,1.6,46.0,Crystal Palace
