,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
1,2018-08-12,Away,W,2,0,Arsenal,1.7,0.5,58.0,Manchester City
2,2018-08-19,Home,W,6,1,Huddersfield,4.2,0.7,76.0,Manchester City
3,2018-08-25,Away,D,1,1,Wolves,1.6,1.0,71.0,Manchester City
4,2018-09-01,Home,W,2,1,Newcastle Utd,2.0,0.5,78.0,Manchester City
5,2018-09-15,Home,W,3,0,Fulham,4.8,0.4,64.0,Manchester City
7,2018-09-22,Away,W,5,0,Cardiff City,2.5,0.1,78.0,Manchester City
9,2018-09-29,Home,W,2,0,Brighton,2.7,0.2,79.0,Manchester City
11,2018-10-07,Away,D,0,0,Liverpool,1.0,0.4,51.0,Manchester City
12,2018-10-20,Home,W,5,0,Burnley,4.0,0.4,69.0,Manchester City
14,2018-10-29,Away,W,1,0,Tottenham,1.6,0.4,51.0,Manchester City
16,2018-11-04,Home,W,6,1,Southampton,2.2,2.0,66.0,Manchester City
18,2018-11-11,Home,W,3,1,Manchester Utd,1.9,1.1,65.0,Manchester City
19,2018-11-24,Away,W,4,0,West Ham,2.7,0.9,69.0,Manchester City
21,2018-12-01,Home,W,3,1,Bournemouth,2.6,0.6,72.0,Manchester City
22,2018-12-04,Away,W,2,1,Watford,2.5,1.8,70.0,Manchester City
23,2018-12-08,Away,L,0,2,Chelsea,0.9,0.6,61.0,Manchester City
25,2018-12-15,Home,W,3,1,Everton,1.7,1.5,67.0,Manchester City
27,2018-12-22,Home,L,2,3,Crystal Palace,1.5,0.9,78.0,Manchester City
28,2018-12-26,Away,L,1,2,Leicester City,1.4,1.3,66.0,Manchester City
29,2018-12-30,Away,W,3,1,Southampton,2.5,0.2,76.0,Manchester City
30,2019-01-03,Home,W,2,1,Liverpool,1.1,1.5,49.0,Manchester City
33,2019-01-14,Home,W,3,0,Wolves,2.8,0.1,76.0,Manchester City
34,2019-01-20,Away,W,3,0,Huddersfield,2.0,0.9,67.0,Manchester City
37,2019-01-29,Away,L,1,2,Newcastle Utd,1.4,1.1,75.0,Manchester City
38,2019-02-03,Home,W,3,1,Arsenal,2.7,0.7,59.0,Manchester City
39,2019-02-06,Away,W,2,0,Everton,2.2,0.1,61.0,Manchester City
40,2019-02-10,Home,W,6,0,Chelsea,3.0,0.9,56.0,Manchester City
44,2019-02-27,Home,W,1,0,West Ham,3.5,0.4,75.0,Manchester City
45,2019-03-02,Away,W,1,0,Bournemouth,1.2,0.0,81.0,Manchester City
46,2019-03-09,Home,W,3,1,Watford,3.4,0.2,71.0,Manchester City
49,2019-03-30,Away,W,2,0,Fulham,1.8,0.5,65.0,Manchester City
50,2019-04-03,Home,W,2,0,Cardiff City,3.2,0.1,79.0,Manchester City
53,2019-04-14,Away,W,3,1,Crystal Palace,2.5,0.4,73.0,Manchester City
55,2019-04-20,Home,W,1,0,Tottenham,1.9,1.0,61.0,Manchester City
56,2019-04-24,Away,W,2,0,Manchester Utd,0.5,0.5,63.0,Manchester City
57,2019-04-28,Away,W,1,0,Burnley,2.5,0.1,69.0,Manchester City
58,2019-05-06,Home,W,1,0,Leicester City,1.0,0.5,61.0,Manchester City
59,2019-05-12,Away,W,4,1,Brighton,1.6,0.5,75.0,Manchester City
