,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2018-08-11,Away,L,0,2,Watford,0.3,1.2,47.0,Brighton
1,2018-08-19,Home,W,3,2,Manchester Utd,1.7,1.4,34.0,Brighton
2,2018-08-25,Away,L,0,1,Liverpool,0.6,1.6,31.0,Brighton
4,2018-09-01,Home,D,2,2,Fulham,2.8,1.6,42.0,Brighton
5,2018-09-17,Away,D,2,2,Southampton,1.4,2.0,49.0,Brighton
6,2018-09-22,Home,L,1,2,Tottenham,0.8,1.9,30.0,Brighton
7,2018-09-29,Away,L,0,2,Manchester City,0.2,2.7,21.0,Brighton
8,2018-10-05,Home,W,1,0,West Ham,1.2,1.4,36.0,Brighton
9,2018-10-20,Away,W,1,0,Newcastle Utd,0.8,1.8,33.0,Brighton
10,2018-10-27,Home,W,1,0,Wolves,0.9,1.4,40.0,Brighton
11,2018-11-03,Away,L,1,3,Everton,0.5,2.0,39.0,Brighton
12,2018-11-10,Away,L,1,2,Cardiff City,0.5,2.1,40.0,Brighton
13,2018-11-24,Home,D,1,1,Leicester City,1.0,1.2,54.0,Brighton
14,2018-12-01,Away,W,2,1,Huddersfield,1.2,0.6,67.0,Brighton
15,2018-12-04,Home,W,3,1,Crystal Palace,1.3,1.7,32.0,Brighton
16,2018-12-08,Away,L,0,1,Burnley,1.0,1.4,62.0,Brighton
17,2018-12-16,Home,L,1,2,Chelsea,0.4,1.2,43.0,Brighton
18,2018-12-22,Away,L,0,2,Bournemouth,0.8,0.8,43.0,Brighton
19,2018-12-26,Home,D,1,1,Arsenal,1.1,0.8,33.0,Brighton
20,2018-12-29,Home,W,1,0,Everton,1.1,0.7,46.0,Brighton
21,2019-01-02,Away,D,2,2,West Ham,0.7,0.8,45.0,Brighton
23,2019-01-12,Home,L,0,1,Liverpool,0.4,2.0,30.0,Brighton
24,2019-01-19,Away,L,1,2,Manchester Utd,0.8,2.4,44.0,Brighton
26,2019-01-29,Away,L,2,4,Fulham,2.2,3.3,39.0,Brighton
27,2019-02-02,Home,D,0,0,Watford,1.6,0.3,55.0,Brighton
29,2019-02-09,Home,L,1,3,Burnley,1.1,2.1,68.0,Brighton
31,2019-02-26,Away,L,1,2,Leicester City,1.2,1.8,51.0,Brighton
32,2019-03-02,Home,W,1,0,Huddersfield,1.2,0.2,54.0,Brighton
33,2019-03-09,Away,W,2,1,Crystal Palace,0.2,1.5,38.0,Brighton
35,2019-03-30,Home,L,0,1,Southampton,0.7,0.7,60.0,Brighton
36,2019-04-03,Away,L,0,3,Chelsea,0.4,2.7,32.0,Brighton
38,2019-04-13,Home,L,0,5,Bournemouth,0.3,2.5,51.0,Brighton
39,2019-04-16,Home,L,0,2,Cardiff City,0.6,0.9,64.0,Brighton
40,2019-04-20,Away,D,0,0,Wolves,0.2,2.7,32.0,Brighton
41,2019-04-23,Away,L,0,1,Tottenham,0.3,1.3,23.0,Brighton
42,2019-04-27,Home,D,1,1,Newcastle Utd,1.3,0.4,50.0,Brighton
43,2019-05-05,Away,D,1,1,Arsenal,1.9,2.4,30.0,Brighton
44,2019-05-12,Home,L,1,4,Manchester City,0.5,1.6,25.0,Brighton
