,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2018-08-12,Home,L,0,2,Manchester City,0.5,1.7,42.0,Arsenal
1,2018-08-18,Away,L,2,3,Chelsea,2.4,1.6,38.0,Arsenal
2,2018-08-25,Home,W,3,1,West Ham,1.8,1.1,61.0,Arsenal
3,2018-09-02,Away,W,3,2,Cardiff City,1.7,1.0,72.0,Arsenal
4,2018-09-15,Away,W,2,1,Newcastle Utd,1.0,0.4,63.0,Arsenal
6,2018-09-23,Home,W,2,0,Everton,0.8,0.8,62.0,Arsenal
8,2018-09-29,Home,W,2,0,Watford,1.4,2.8,63.0,Arsenal
10,2018-10-07,Away,W,5,1,Fulham,1.1,1.4,52.0,Arsenal
11,2018-10-22,Home,W,3,1,Leicester City,2.7,0.5,68.0,Arsenal
13,2018-10-28,Away,D,2,2,Crystal Palace,0.9,2.3,57.0,Arsenal
15,2018-11-03,Home,D,1,1,Liverpool,1.4,1.3,61.0,Arsenal
17,2018-11-11,Home,D,1,1,Wolves,0.9,1.9,71.0,Arsenal
18,2018-11-25,Away,W,2,1,Bournemouth,1.6,0.6,58.0,Arsenal
20,2018-12-02,Home,W,4,2,Tottenham,2.7,1.2,59.0,Arsenal
21,2018-12-05,Away,D,2,2,Manchester Utd,1.1,1.1,55.0,Arsenal
22,2018-12-08,Home,W,1,0,Huddersfield,1.4,0.3,62.0,Arsenal
24,2018-12-16,Away,L,2,3,Southampton,1.9,1.3,66.0,Arsenal
26,2018-12-22,Home,W,3,1,Burnley,1.6,1.2,60.0,Arsenal
27,2018-12-26,Away,D,1,1,Brighton,0.8,1.1,67.0,Arsenal
28,2018-12-29,Away,L,1,5,Liverpool,1.0,3.8,52.0,Arsenal
29,2019-01-01,Home,W,4,1,Fulham,4.5,1.4,60.0,Arsenal
31,2019-01-12,Away,L,0,1,West Ham,0.7,0.6,58.0,Arsenal
32,2019-01-19,Home,W,2,0,Chelsea,1.5,0.9,36.0,Arsenal
34,2019-01-29,Home,W,2,1,Cardiff City,2.6,0.8,70.0,Arsenal
35,2019-02-03,Away,L,1,3,Manchester City,0.7,2.7,41.0,Arsenal
36,2019-02-09,Away,W,2,1,Huddersfield,1.4,1.6,45.0,Arsenal
39,2019-02-24,Home,W,2,0,Southampton,2.1,0.8,62.0,Arsenal
40,2019-02-27,Home,W,5,1,Bournemouth,2.5,0.9,64.0,Arsenal
41,2019-03-02,Away,D,1,1,Tottenham,2.6,1.6,40.0,Arsenal
43,2019-03-10,Home,W,2,0,Manchester Utd,1.7,2.3,46.0,Arsenal
45,2019-04-01,Home,W,2,0,Newcastle Utd,0.8,0.1,70.0,Arsenal
46,2019-04-07,Away,L,0,1,Everton,0.3,2.4,57.0,Arsenal
48,2019-04-15,Away,W,1,0,Watford,2.3,1.0,65.0,Arsenal
50,2019-04-21,Home,L,2,3,Crystal Palace,1.2,1.6,72.0,Arsenal
51,2019-04-24,Away,L,1,3,Wolves,0.8,1.2,70.0,Arsenal
52,2019-04-28,Away,L,0,3,Leicester City,0.6,3.3,34.0,Arsenal
54,2019-05-05,Home,D,1,1,Brighton,2.4,1.9,70.0,Arsenal
56,2019-05-12,Away,W,3,1,Burnley,2.7,1.7,60.0,Arsenal
