,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2018-08-11,Home,L,0,3,Chelsea,0.3,1.9,38.0,Huddersfield
1,2018-08-19,Away,L,1,6,Manchester City,0.7,4.2,24.0,Huddersfield
2,2018-08-25,Home,D,0,0,Cardiff City,0.2,0.9,57.0,Huddersfield
4,2018-09-01,Away,D,1,1,Everton,0.4,0.8,43.0,Huddersfield
5,2018-09-15,Home,L,0,1,Crystal Palace,0.9,0.7,59.0,Huddersfield
6,2018-09-22,Away,L,1,3,Leicester City,0.7,1.7,39.0,Huddersfield
7,2018-09-29,Home,L,0,2,Tottenham,0.4,2.1,53.0,Huddersfield
8,2018-10-06,Away,D,1,1,Burnley,1.0,0.4,67.0,Huddersfield
9,2018-10-20,Home,L,0,1,Liverpool,0.7,0.6,48.0,Huddersfield
10,2018-10-27,Away,L,0,3,Watford,0.5,2.0,52.0,Huddersfield
11,2018-11-05,Home,W,1,0,Fulham,0.6,0.4,44.0,Huddersfield
12,2018-11-10,Home,D,1,1,West Ham,1.1,1.7,44.0,Huddersfield
13,2018-11-25,Away,W,2,0,Wolves,0.7,0.8,54.0,Huddersfield
14,2018-12-01,Home,L,1,2,Brighton,0.6,1.2,33.0,Huddersfield
15,2018-12-04,Away,L,1,2,Bournemouth,1.8,0.9,67.0,Huddersfield
16,2018-12-08,Away,L,0,1,Arsenal,0.3,1.4,38.0,Huddersfield
17,2018-12-15,Home,L,0,1,Newcastle Utd,0.8,0.6,72.0,Huddersfield
18,2018-12-22,Home,L,1,3,Southampton,0.8,2.5,62.0,Huddersfield
19,2018-12-26,Away,L,1,3,Manchester Utd,1.1,1.5,36.0,Huddersfield
20,2018-12-29,Away,L,0,1,Fulham,0.4,1.8,56.0,Huddersfield
21,2019-01-02,Home,L,1,2,Burnley,0.9,2.4,43.0,Huddersfield
23,2019-01-12,Away,D,0,0,Cardiff City,0.5,0.1,61.0,Huddersfield
24,2019-01-20,Home,L,0,3,Manchester City,0.9,2.0,33.0,Huddersfield
25,2019-01-29,Home,L,0,1,Everton,0.7,1.1,58.0,Huddersfield
26,2019-02-02,Away,L,0,5,Chelsea,0.3,2.6,35.0,Huddersfield
27,2019-02-09,Home,L,1,2,Arsenal,1.6,1.4,55.0,Huddersfield
28,2019-02-23,Away,L,0,2,Newcastle Utd,0.2,2.8,46.0,Huddersfield
29,2019-02-26,Home,W,1,0,Wolves,1.6,0.6,50.0,Huddersfield
30,2019-03-02,Away,L,0,1,Brighton,0.2,1.2,46.0,Huddersfield
31,2019-03-09,Home,L,0,2,Bournemouth,0.3,1.9,57.0,Huddersfield
32,2019-03-16,Away,L,3,4,West Ham,1.0,1.7,36.0,Huddersfield
33,2019-03-30,Away,L,0,2,Crystal Palace,1.1,2.7,51.0,Huddersfield
34,2019-04-06,Home,L,1,4,Leicester City,1.7,3.5,45.0,Huddersfield
35,2019-04-13,Away,L,0,4,Tottenham,0.8,2.5,31.0,Huddersfield
36,2019-04-20,Home,L,1,2,Watford,1.0,0.9,46.0,Huddersfield
37,2019-04-26,Away,L,0,5,Liverpool,0.2,3.1,31.0,Huddersfield
38,2019-05-05,Home,D,1,1,Manchester Utd,1.0,1.8,36.0,Huddersfield
39,2019-05-12,Away,D,1,1,Southampton,0.7,0.6,47.0,Huddersfield
