,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2018-08-11,Home,D,2,2,Everton,1.0,1.0,58.0,Wolves
1,2018-08-18,Away,L,0,2,Leicester City,1.1,0.2,57.0,Wolves
2,2018-08-25,Home,D,1,1,Manchester City,1.0,1.6,29.0,Wolves
4,2018-09-01,Away,W,1,0,West Ham,1.0,1.1,52.0,Wolves
5,2018-09-16,Home,W,1,0,Burnley,2.6,0.3,59.0,Wolves
6,2018-09-22,Away,D,1,1,Manchester Utd,1.0,0.6,36.0,Wolves
8,2018-09-29,Home,W,2,0,Southampton,1.6,0.8,49.0,Wolves
9,2018-10-06,Away,W,1,0,Crystal Palace,0.7,1.4,33.0,Wolves
10,2018-10-20,Home,L,0,2,Watford,0.7,1.1,45.0,Wolves
11,2018-10-27,Away,L,0,1,Brighton,1.4,0.9,60.0,Wolves
12,2018-11-03,Home,L,2,3,Tottenham,2.7,1.4,49.0,Wolves
13,2018-11-11,Away,D,1,1,Arsenal,1.9,0.9,29.0,Wolves
14,2018-11-25,Home,L,0,2,Huddersfield,0.8,0.7,46.0,Wolves
15,2018-11-30,Away,L,1,2,Cardiff City,0.8,1.0,52.0,Wolves
16,2018-12-05,Home,W,2,1,Chelsea,0.7,1.3,30.0,Wolves
17,2018-12-09,Away,W,2,1,Newcastle Utd,1.8,0.6,49.0,Wolves
18,2018-12-15,Home,W,2,0,Bournemouth,1.8,0.6,38.0,Wolves
19,2018-12-21,Home,L,0,2,Liverpool,0.9,1.9,39.0,Wolves
20,2018-12-26,Away,D,1,1,Fulham,1.4,1.2,70.0,Wolves
21,2018-12-29,Away,W,3,1,Tottenham,0.9,0.3,40.0,Wolves
22,2019-01-02,Home,L,0,2,Crystal Palace,0.5,1.9,52.0,Wolves
24,2019-01-14,Away,L,0,3,Manchester City,0.1,2.8,24.0,Wolves
25,2019-01-19,Home,W,4,3,Leicester City,1.9,1.9,46.0,Wolves
27,2019-01-29,Home,W,3,0,West Ham,2.2,0.2,55.0,Wolves
28,2019-02-02,Away,W,3,1,Everton,1.4,1.2,36.0,Wolves
30,2019-02-11,Home,D,1,1,Newcastle Utd,2.3,0.4,59.0,Wolves
32,2019-02-23,Away,D,1,1,Bournemouth,1.5,2.4,55.0,Wolves
33,2019-02-26,Away,L,0,1,Huddersfield,0.6,1.6,50.0,Wolves
34,2019-03-02,Home,W,2,0,Cardiff City,2.8,0.6,56.0,Wolves
35,2019-03-10,Away,D,1,1,Chelsea,0.5,1.1,24.0,Wolves
37,2019-03-30,Away,L,0,2,Burnley,0.5,0.5,62.0,Wolves
38,2019-04-02,Home,W,2,1,Manchester Utd,1.8,1.8,49.0,Wolves
40,2019-04-13,Away,L,1,3,Southampton,0.8,2.9,69.0,Wolves
41,2019-04-20,Home,D,0,0,Brighton,2.7,0.2,68.0,Wolves
42,2019-04-24,Home,W,3,1,Arsenal,1.2,0.8,30.0,Wolves
43,2019-04-27,Away,W,2,1,Watford,2.0,0.8,44.0,Wolves
44,2019-05-04,Home,W,1,0,Fulham,2.0,0.5,40.0,Wolves
45,2019-05-12,Away,L,0,2,Liverpool,1.3,1.6,41.0,Wolves
