,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2018-08-10,Away,L,1,2,Manchester Utd,1.8,1.5,53.0,Leicester City
1,2018-08-18,Home,W,2,0,Wolves,0.2,1.1,43.0,Leicester City
2,2018-08-25,Away,W,2,1,Southampton,0.6,0.5,48.0,Leicester City
4,2018-09-01,Home,L,1,2,Liverpool,1.0,1.0,51.0,Leicester City
5,2018-09-15,Away,L,2,4,Bournemouth,2.3,2.3,53.0,Leicester City
6,2018-09-22,Home,W,3,1,Huddersfield,1.7,0.7,61.0,Leicester City
8,2018-09-29,Away,W,2,0,Newcastle Utd,1.3,0.4,59.0,Leicester City
9,2018-10-06,Home,L,1,2,Everton,0.9,1.3,52.0,Leicester City
10,2018-10-22,Away,L,1,3,Arsenal,0.5,2.7,32.0,Leicester City
11,2018-10-27,Home,D,1,1,West Ham,1.7,1.4,64.0,Leicester City
12,2018-11-03,Away,W,1,0,Cardiff City,2.1,0.9,59.0,Leicester City
13,2018-11-10,Home,D,0,0,Burnley,1.8,0.4,62.0,Leicester City
14,2018-11-24,Away,D,1,1,Brighton,1.2,1.0,46.0,Leicester City
16,2018-12-01,Home,W,2,0,Watford,1.3,1.2,38.0,Leicester City
17,2018-12-05,Away,D,1,1,Fulham,1.2,1.4,54.0,Leicester City
18,2018-12-08,Home,L,0,2,Tottenham,0.4,0.9,43.0,Leicester City
19,2018-12-15,Away,L,0,1,Crystal Palace,1.0,0.5,56.0,Leicester City
21,2018-12-22,Away,W,1,0,Chelsea,0.5,2.4,28.0,Leicester City
22,2018-12-26,Home,W,2,1,Manchester City,1.3,1.4,34.0,Leicester City
23,2018-12-29,Home,L,0,1,Cardiff City,1.8,0.6,62.0,Leicester City
24,2019-01-01,Away,W,1,0,Everton,0.6,1.0,41.0,Leicester City
26,2019-01-12,Home,L,1,2,Southampton,1.7,1.5,71.0,Leicester City
27,2019-01-19,Away,L,3,4,Wolves,1.9,1.9,54.0,Leicester City
28,2019-01-30,Away,D,1,1,Liverpool,1.1,0.6,28.0,Leicester City
29,2019-02-03,Home,L,0,1,Manchester Utd,1.5,1.3,45.0,Leicester City
30,2019-02-10,Away,L,1,3,Tottenham,3.3,1.1,47.0,Leicester City
31,2019-02-23,Home,L,1,4,Crystal Palace,1.2,1.7,64.0,Leicester City
32,2019-02-26,Home,W,2,1,Brighton,1.8,1.2,49.0,Leicester City
33,2019-03-03,Away,L,1,2,Watford,0.9,0.8,61.0,Leicester City
34,2019-03-09,Home,W,3,1,Fulham,2.0,0.2,52.0,Leicester City
35,2019-03-16,Away,W,2,1,Burnley,0.9,1.0,38.0,Leicester City
36,2019-03-30,Home,W,2,0,Bournemouth,1.3,0.8,58.0,Leicester City
37,2019-04-06,Away,W,4,1,Huddersfield,3.5,1.7,55.0,Leicester City
38,2019-04-12,Home,L,0,1,Newcastle Utd,1.0,1.1,71.0,Leicester City
39,2019-04-20,Away,D,2,2,West Ham,0.9,1.2,51.0,Leicester City
40,2019-04-28,Home,W,3,0,Arsenal,3.3,0.6,66.0,Leicester City
41,2019-05-06,Away,L,0,1,Manchester City,0.5,1.0,39.0,Leicester City
42,2019-05-12,Home,D,0,0,Chelsea,0.4,1.5,47.0,Leicester City
