,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2018-08-12,Home,W,4,0,West Ham,4.0,0.7,64.0,Liverpool
1,2018-08-20,Away,W,2,0,Crystal Palace,2.6,0.4,63.0,Liverpool
2,2018-08-25,Home,W,1,0,Brighton,1.6,0.6,69.0,Liverpool
3,2018-09-01,Away,W,2,1,Leicester City,1.0,1.0,49.0,Liverpool
4,2018-09-15,Away,W,2,1,Tottenham,2.6,1.0,40.0,Liverpool
6,2018-09-22,Home,W,3,0,Southampton,1.7,0.3,61.0,Liverpool
8,2018-09-29,Away,D,1,1,Chelsea,1.6,1.1,53.0,Liverpool
10,2018-10-07,Home,D,0,0,Manchester City,0.4,1.0,49.0,Liverpool
11,2018-10-20,Away,W,1,0,Huddersfield,0.6,0.7,52.0,Liverpool
13,2018-10-27,Home,W,4,1,Cardiff City,2.4,0.8,78.0,Liverpool
14,2018-11-03,Away,D,1,1,Arsenal,1.3,1.4,39.0,Liverpool
16,2018-11-11,Home,W,2,0,Fulham,1.8,0.5,71.0,Liverpool
17,2018-11-24,Away,W,3,0,Watford,1.2,0.4,63.0,Liverpool
19,2018-12-02,Home,W,1,0,Everton,2.9,1.1,58.0,Liverpool
20,2018-12-05,Away,W,3,1,Burnley,2.4,0.9,73.0,Liverpool
21,2018-12-08,Away,W,4,0,Bournemouth,1.6,0.3,59.0,Liverpool
23,2018-12-16,Home,W,3,1,Manchester Utd,2.5,0.7,64.0,Liverpool
24,2018-12-21,Away,W,2,0,Wolves,1.9,0.9,61.0,Liverpool
25,2018-12-26,Home,W,4,0,Newcastle Utd,2.9,0.5,74.0,Liverpool
26,2018-12-29,Home,W,5,1,Arsenal,3.8,1.0,48.0,Liverpool
27,2019-01-03,Away,L,1,2,Manchester City,1.5,1.1,51.0,Liverpool
29,2019-01-12,Away,W,1,0,Brighton,2.0,0.4,70.0,Liverpool
30,2019-01-19,Home,W,4,3,Crystal Palace,2.6,0.7,70.0,Liverpool
31,2019-01-30,Home,D,1,1,Leicester City,0.6,1.1,72.0,Liverpool
32,2019-02-04,Away,D,1,1,West Ham,1.1,0.8,73.0,Liverpool
33,2019-02-09,Home,W,3,0,Bournemouth,2.0,0.4,65.0,Liverpool
35,2019-02-24,Away,D,0,0,Manchester Utd,0.5,0.3,64.0,Liverpool
36,2019-02-27,Home,W,5,0,Watford,1.9,0.3,62.0,Liverpool
37,2019-03-03,Away,D,0,0,Everton,1.1,0.3,57.0,Liverpool
38,2019-03-10,Home,W,4,2,Burnley,4.0,0.4,67.0,Liverpool
40,2019-03-17,Away,W,2,1,Fulham,2.6,1.1,62.0,Liverpool
41,2019-03-31,Home,W,2,1,Tottenham,1.0,0.7,48.0,Liverpool
42,2019-04-05,Away,W,3,1,Southampton,1.9,0.9,67.0,Liverpool
44,2019-04-14,Home,W,2,0,Chelsea,1.2,0.7,62.0,Liverpool
46,2019-04-21,Away,W,2,0,Cardiff City,3.0,1.1,75.0,Liverpool
47,2019-04-26,Home,W,5,0,Huddersfield,3.1,0.2,69.0,Liverpool
49,2019-05-04,Away,W,3,2,Newcastle Utd,1.2,1.4,69.0,Liverpool
51,2019-05-12,Home,W,2,0,Wolves,1.6,1.3,59.0,Liverpool
