,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
1,2018-08-11,Away,W,3,0,Huddersfield,1.9,0.3,62.0,Chelsea
2,2018-08-18,Home,W,3,2,Arsenal,1.6,2.4,62.0,Chelsea
3,2018-08-26,Away,W,2,1,Newcastle Utd,1.5,0.2,80.0,Chelsea
4,2018-09-01,Home,W,2,0,Bournemouth,1.1,0.9,72.0,Chelsea
5,2018-09-15,Home,W,4,1,Cardiff City,2.6,0.7,76.0,Chelsea
7,2018-09-23,Away,D,0,0,West Ham,1.5,1.0,71.0,Chelsea
9,2018-09-29,Home,D,1,1,Liverpool,1.1,1.6,47.0,Chelsea
11,2018-10-07,Away,W,3,0,Southampton,2.9,1.6,65.0,Chelsea
12,2018-10-20,Home,D,2,2,Manchester Utd,1.8,0.8,62.0,Chelsea
14,2018-10-28,Away,W,4,0,Burnley,2.6,0.4,69.0,Chelsea
16,2018-11-04,Home,W,3,1,Crystal Palace,1.7,0.4,73.0,Chelsea
18,2018-11-11,Home,D,0,0,Everton,1.2,0.3,68.0,Chelsea
19,2018-11-24,Away,L,1,3,Tottenham,1.0,3.1,60.0,Chelsea
21,2018-12-02,Home,W,2,0,Fulham,2.1,0.4,65.0,Chelsea
22,2018-12-05,Away,L,1,2,Wolves,1.3,0.7,70.0,Chelsea
23,2018-12-08,Home,W,2,0,Manchester City,0.6,0.9,39.0,Chelsea
25,2018-12-16,Away,W,2,1,Brighton,1.2,0.4,57.0,Chelsea
27,2018-12-22,Home,L,0,1,Leicester City,2.4,0.5,72.0,Chelsea
28,2018-12-26,Away,W,2,1,Watford,1.9,1.2,65.0,Chelsea
29,2018-12-30,Away,W,1,0,Crystal Palace,0.9,0.2,65.0,Chelsea
30,2019-01-02,Home,D,0,0,Southampton,0.9,0.2,71.0,Chelsea
33,2019-01-12,Home,W,2,1,Newcastle Utd,1.3,0.5,65.0,Chelsea
34,2019-01-19,Away,L,0,2,Arsenal,0.9,1.5,64.0,Chelsea
37,2019-01-30,Away,L,0,4,Bournemouth,0.7,2.0,68.0,Chelsea
38,2019-02-02,Home,W,5,0,Huddersfield,2.6,0.3,65.0,Chelsea
39,2019-02-10,Away,L,0,6,Manchester City,0.9,3.0,44.0,Chelsea
44,2019-02-27,Home,W,2,0,Tottenham,0.6,0.6,46.0,Chelsea
45,2019-03-03,Away,W,2,1,Fulham,1.2,0.8,63.0,Chelsea
47,2019-03-10,Home,D,1,1,Wolves,1.1,0.5,76.0,Chelsea
49,2019-03-17,Away,L,0,2,Everton,1.4,2.3,67.0,Chelsea
50,2019-03-31,Away,W,2,1,Cardiff City,1.8,0.5,70.0,Chelsea
51,2019-04-03,Home,W,3,0,Brighton,2.7,0.4,68.0,Chelsea
52,2019-04-08,Home,W,2,0,West Ham,1.9,0.6,53.0,Chelsea
54,2019-04-14,Away,L,0,2,Liverpool,0.7,1.2,38.0,Chelsea
56,2019-04-22,Home,D,2,2,Burnley,1.3,0.7,75.0,Chelsea
57,2019-04-28,Away,D,1,1,Manchester Utd,1.7,1.1,48.0,Chelsea
59,2019-05-05,Home,W,3,0,Watford,2.3,1.7,58.0,Chelsea
61,2019-05-12,Away,D,0,0,Leicester City,1.5,0.4,53.0,Chelsea
