,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2018-08-11,Home,W,2,0,Cardiff City,2.2,1.4,63.0,Bournemouth
1,2018-08-18,Away,W,2,1,West Ham,1.3,1.2,39.0,Bournemouth
2,2018-08-25,Home,D,2,2,Everton,2.2,0.6,50.0,Bournemouth
4,2018-09-01,Away,L,0,2,Chelsea,0.9,1.1,28.0,Bournemouth
5,2018-09-15,Home,W,4,2,Leicester City,2.3,2.3,47.0,Bournemouth
6,2018-09-22,Away,L,0,4,Burnley,1.0,2.1,62.0,Bournemouth
8,2018-10-01,Home,W,2,1,Crystal Palace,1.8,0.4,45.0,Bournemouth
9,2018-10-06,Away,W,4,0,Watford,3.2,1.0,52.0,Bournemouth
10,2018-10-20,Home,D,0,0,Southampton,0.9,0.5,58.0,Bournemouth
11,2018-10-27,Away,W,3,0,Fulham,2.0,0.5,49.0,Bournemouth
13,2018-11-03,Home,L,1,2,Manchester Utd,1.6,3.0,49.0,Bournemouth
14,2018-11-10,Away,L,1,2,Newcastle Utd,1.6,2.2,60.0,Bournemouth
15,2018-11-25,Home,L,1,2,Arsenal,0.6,1.6,42.0,Bournemouth
16,2018-12-01,Away,L,1,3,Manchester City,0.6,2.6,28.0,Bournemouth
17,2018-12-04,Home,W,2,1,Huddersfield,0.9,1.8,33.0,Bournemouth
18,2018-12-08,Home,L,0,4,Liverpool,0.3,1.6,41.0,Bournemouth
19,2018-12-15,Away,L,0,2,Wolves,0.6,1.8,62.0,Bournemouth
21,2018-12-22,Home,W,2,0,Brighton,0.8,0.8,57.0,Bournemouth
22,2018-12-26,Away,L,0,5,Tottenham,1.1,1.7,44.0,Bournemouth
23,2018-12-30,Away,L,1,4,Manchester Utd,0.5,2.9,35.0,Bournemouth
24,2019-01-02,Home,D,3,3,Watford,2.2,0.9,57.0,Bournemouth
26,2019-01-13,Away,L,0,2,Everton,1.9,1.0,49.0,Bournemouth
27,2019-01-19,Home,W,2,0,West Ham,1.1,1.1,39.0,Bournemouth
28,2019-01-30,Home,W,4,0,Chelsea,2.0,0.7,32.0,Bournemouth
29,2019-02-02,Away,L,0,2,Cardiff City,0.5,2.1,73.0,Bournemouth
30,2019-02-09,Away,L,0,3,Liverpool,0.4,2.0,35.0,Bournemouth
31,2019-02-23,Home,D,1,1,Wolves,2.4,1.5,45.0,Bournemouth
32,2019-02-27,Away,L,1,5,Arsenal,0.9,2.5,36.0,Bournemouth
33,2019-03-02,Home,L,0,1,Manchester City,0.0,1.2,19.0,Bournemouth
34,2019-03-09,Away,W,2,0,Huddersfield,1.9,0.3,43.0,Bournemouth
35,2019-03-16,Home,D,2,2,Newcastle Utd,1.3,1.1,49.0,Bournemouth
36,2019-03-30,Away,L,0,2,Leicester City,0.8,1.3,42.0,Bournemouth
37,2019-04-06,Home,L,1,3,Burnley,1.1,1.2,59.0,Bournemouth
38,2019-04-13,Away,W,5,0,Brighton,2.5,0.3,49.0,Bournemouth
39,2019-04-20,Home,L,0,1,Fulham,2.2,2.5,49.0,Bournemouth
40,2019-04-27,Away,D,3,3,Southampton,2.3,2.5,56.0,Bournemouth
41,2019-05-04,Home,W,1,0,Tottenham,1.7,0.7,53.0,Bournemouth
42,2019-05-12,Away,L,3,5,Crystal Palace,1.6,2.8,54.0,Bournemouth
