,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2018-08-11,Home,L,1,2,Tottenham,1.0,2.0,42.0,Newcastle Utd
1,2018-08-18,Away,D,0,0,Cardiff City,1.6,0.9,49.0,Newcastle Utd
2,2018-08-26,Home,L,1,2,Chelsea,0.2,1.5,20.0,Newcastle Utd
4,2018-09-01,Away,L,1,2,Manchester City,0.5,2.0,22.0,Newcastle Utd
5,2018-09-15,Home,L,1,2,Arsenal,0.4,1.0,37.0,Newcastle Utd
6,2018-09-22,Away,D,0,0,Crystal Palace,0.2,0.9,39.0,Newcastle Utd
7,2018-09-29,Home,L,0,2,Leicester City,0.4,1.3,41.0,Newcastle Utd
8,2018-10-06,Away,L,2,3,Manchester Utd,1.6,1.9,28.0,Newcastle Utd
9,2018-10-20,Home,L,0,1,Brighton,1.8,0.8,67.0,Newcastle Utd
10,2018-10-27,Away,D,0,0,Southampton,0.4,1.1,50.0,Newcastle Utd
11,2018-11-03,Home,W,1,0,Watford,0.5,2.0,42.0,Newcastle Utd
12,2018-11-10,Home,W,2,1,Bournemouth,2.2,1.6,40.0,Newcastle Utd
13,2018-11-26,Away,W,2,1,Burnley,1.6,1.8,43.0,Newcastle Utd
14,2018-12-01,Home,L,0,3,West Ham,1.0,2.5,59.0,Newcastle Utd
15,2018-12-05,Away,D,1,1,Everton,1.5,1.8,25.0,Newcastle Utd
16,2018-12-09,Home,L,1,2,Wolves,0.6,1.8,51.0,Newcastle Utd
17,2018-12-15,Away,W,1,0,Huddersfield,0.6,0.8,28.0,Newcastle Utd
18,2018-12-22,Home,D,0,0,Fulham,0.4,0.2,53.0,Newcastle Utd
19,2018-12-26,Away,L,0,4,Liverpool,0.5,2.9,26.0,Newcastle Utd
20,2018-12-29,Away,D,1,1,Watford,0.7,1.3,37.0,Newcastle Utd
21,2019-01-02,Home,L,0,2,Manchester Utd,0.7,2.6,36.0,Newcastle Utd
23,2019-01-12,Away,L,1,2,Chelsea,0.5,1.3,35.0,Newcastle Utd
25,2019-01-19,Home,W,3,0,Cardiff City,2.0,0.3,54.0,Newcastle Utd
27,2019-01-29,Home,W,2,1,Manchester City,1.1,1.4,25.0,Newcastle Utd
28,2019-02-02,Away,L,0,1,Tottenham,0.4,2.2,29.0,Newcastle Utd
29,2019-02-11,Away,D,1,1,Wolves,0.4,2.3,41.0,Newcastle Utd
30,2019-02-23,Home,W,2,0,Huddersfield,2.8,0.2,54.0,Newcastle Utd
31,2019-02-26,Home,W,2,0,Burnley,1.4,1.6,54.0,Newcastle Utd
32,2019-03-02,Away,L,0,2,West Ham,1.1,2.0,44.0,Newcastle Utd
33,2019-03-09,Home,W,3,2,Everton,2.4,1.1,45.0,Newcastle Utd
34,2019-03-16,Away,D,2,2,Bournemouth,1.1,1.3,51.0,Newcastle Utd
35,2019-04-01,Away,L,0,2,Arsenal,0.1,0.8,30.0,Newcastle Utd
36,2019-04-06,Home,L,0,1,Crystal Palace,0.9,0.9,53.0,Newcastle Utd
37,2019-04-12,Away,W,1,0,Leicester City,1.1,1.0,29.0,Newcastle Utd
38,2019-04-20,Home,W,3,1,Southampton,1.4,1.2,44.0,Newcastle Utd
39,2019-04-27,Away,D,1,1,Brighton,0.4,1.3,50.0,Newcastle Utd
40,2019-05-04,Home,L,2,3,Liverpool,1.4,1.2,31.0,Newcastle Utd
41,2019-05-12,Away,W,4,0,Fulham,2.1,0.7,33.0,Newcastle Utd
