,team,spi,off,def,date
0,Man City,92.7,3.0,0.3,2022-09-14
1,Liverpool,89.0,2.8,0.5,2022-09-14
2,Tottenham,81.9,2.3,0.6,2022-09-14
3,Arsenal,80.6,2.3,0.6,2022-09-14
4,Chelsea,81.3,2.2,0.5,2022-09-14
5,Man United,75.3,2.1,0.7,2022-09-14
6,Brighton,76.3,2.0,0.6,2022-09-14
7,Newcastle,73.2,1.9,0.7,2022-09-14
8,Brentford,69.8,2.0,0.9,2022-09-14
9,Crystal Palace,70.2,1.8,0.8,2022-09-14
10,West Ham,71.3,1.8,0.7,2022-09-14
11,Aston Villa,70.2,1.9,0.8,2022-09-14
12,Leeds United,64.7,1.9,1.0,2022-09-14
13,Southamon,64.1,1.8,1.0,2022-09-14
14,Wolves,67.6,1.7,0.8,2022-09-14
15,Fulham,61.4,1.7,1.0,2022-09-14
16,Leicester,67.4,1.9,1.0,2022-09-14
17,Everton,64.0,1.7,0.9,2022-09-14
18,Bournemouth,54.4,1.5,1.1,2022-09-14
19,Nottm Forest,55.0,1.5,1.1,2022-09-14
