,team,spi,off,def,date
0,Man City,93.0,3.0,0.3,2022-09-18
1,Liverpool,89.0,2.8,0.5,2022-09-18
2,Arsenal,81.5,2.3,0.6,2022-09-18
3,Tottenham,81.7,2.4,0.6,2022-09-18
4,Chelsea,81.3,2.2,0.5,2022-09-18
5,Man United,75.9,2.1,0.7,2022-09-18
6,Brighton,76.3,2.0,0.6,2022-09-18
7,Newcastle,72.9,1.9,0.7,2022-09-18
8,Crystal Palace,70.2,1.8,0.8,2022-09-18
9,Brentford,68.8,2.0,0.9,2022-09-18
10,Aston Villa,71.0,1.8,0.7,2022-09-18
11,West Ham,71.1,1.8,0.7,2022-09-18
12,Leeds United,64.7,1.9,1.0,2022-09-18
13,Fulham,61.7,1.7,1.0,2022-09-18
14,Southamon,63.9,1.8,1.0,2022-09-18
15,Wolves,67.2,1.7,0.8,2022-09-18
16,Everton,64.4,1.7,0.9,2022-09-18
17,Leicester,67.1,2.0,1.0,2022-09-18
18,Bournemouth,54.7,1.5,1.1,2022-09-18
19,Nottm Forest,54.2,1.5,1.2,2022-09-18
