,team,spi,off,def,date
0,Man City,90.7,2.8,0.4,2023-02-15
1,Arsenal,84.2,2.4,0.5,2023-02-15
2,Man United,79.7,2.3,0.7,2023-02-15
3,Newcastle,80.4,2.1,0.5,2023-02-15
4,Brighton,80.3,2.3,0.6,2023-02-15
5,Tottenham,77.2,2.2,0.7,2023-02-15
6,Liverpool,82.3,2.6,0.7,2023-02-15
7,Chelsea,81.0,2.0,0.5,2023-02-15
8,Brentford,74.1,2.1,0.8,2023-02-15
9,Fulham,68.8,1.9,0.9,2023-02-15
10,Aston Villa,71.8,1.9,0.8,2023-02-15
11,Leicester,70.1,2.0,0.9,2023-02-15
12,Crystal Palace,65.7,1.7,0.8,2023-02-15
13,West Ham,73.4,1.9,0.7,2023-02-15
14,Wolves,64.9,1.6,0.8,2023-02-15
15,Leeds United,67.6,1.9,0.9,2023-02-15
16,Nottm Forest,58.0,1.5,1.0,2023-02-15
17,Everton,60.6,1.6,1.0,2023-02-15
18,Bournemouth,56.1,1.6,1.1,2023-02-15
19,Southamon,60.3,1.7,1.0,2023-02-15
