,team,spi,off,def,date
0,Arsenal,85.8,2.4,0.4,2023-02-08
1,Man City,90.3,2.7,0.4,2023-02-08
2,Man United,79.9,2.3,0.7,2023-02-08
3,Newcastle,81.5,2.1,0.5,2023-02-08
4,Tottenham,79.3,2.3,0.7,2023-02-08
5,Brighton,79.7,2.3,0.7,2023-02-08
6,Liverpool,82.0,2.6,0.7,2023-02-08
7,Chelsea,80.8,2.0,0.5,2023-02-08
8,Brentford,72.6,2.0,0.8,2023-02-08
9,Fulham,68.0,1.9,0.9,2023-02-08
10,Aston Villa,72.2,1.9,0.7,2023-02-08
11,Crystal Palace,66.5,1.7,0.8,2023-02-08
12,Leicester,68.5,1.9,0.9,2023-02-08
13,West Ham,73.3,1.8,0.6,2023-02-08
14,Leeds United,67.2,1.9,0.9,2023-02-08
15,Wolves,65.1,1.6,0.8,2023-02-08
16,Nottm Forest,58.8,1.5,1.0,2023-02-08
17,Everton,60.5,1.6,1.0,2023-02-08
18,Southamon,60.2,1.7,1.0,2023-02-08
19,Bournemouth,54.8,1.5,1.1,2023-02-08
