,team,spi,off,def,date
0,Man City,91.4,2.9,0.4,2022-12-28
1,Arsenal,86.1,2.3,0.4,2022-12-28
2,Liverpool,86.4,2.8,0.6,2022-12-28
3,Newcastle,80.9,2.2,0.5,2022-12-28
4,Man United,80.2,2.3,0.7,2022-12-28
5,Tottenham,78.9,2.3,0.7,2022-12-28
6,Chelsea,81.0,2.1,0.5,2022-12-28
7,Brighton,77.9,2.2,0.7,2022-12-28
8,Brentford,68.8,2.0,1.0,2022-12-28
9,Fulham,65.3,1.9,1.0,2022-12-28
10,Aston Villa,72.0,1.9,0.7,2022-12-28
11,Crystal Palace,66.3,1.7,0.8,2022-12-28
12,Leicester,69.0,1.9,0.9,2022-12-28
13,West Ham,73.1,1.8,0.7,2022-12-28
14,Leeds United,64.5,1.9,1.1,2022-12-28
15,Southamon,63.3,1.8,1.0,2022-12-28
16,Bournemouth,56.7,1.6,1.1,2022-12-28
17,Wolves,63.4,1.6,0.9,2022-12-28
18,Everton,60.1,1.6,1.0,2022-12-28
19,Nottm Forest,55.0,1.5,1.1,2022-12-28
