,team,spi,off,def,date
0,Arsenal,86.5,2.4,0.4,2023-01-18
1,Man City,90.9,2.8,0.3,2023-01-18
2,Man United,81.9,2.3,0.6,2023-01-18
3,Newcastle,81.5,2.1,0.5,2023-01-18
4,Liverpool,84.4,2.7,0.7,2023-01-18
5,Brighton,79.4,2.3,0.7,2023-01-18
6,Tottenham,78.1,2.3,0.8,2023-01-18
7,Chelsea,80.3,2.1,0.5,2023-01-18
8,Brentford,71.0,2.1,0.9,2023-01-18
9,Fulham,66.8,1.9,1.0,2023-01-18
10,Aston Villa,72.4,1.9,0.7,2023-01-18
11,Crystal Palace,66.2,1.7,0.8,2023-01-18
12,Leeds United,65.9,1.9,1.0,2023-01-18
13,Leicester,67.9,1.9,0.9,2023-01-18
14,West Ham,71.9,1.8,0.7,2023-01-18
15,Nottm Forest,58.6,1.5,1.0,2023-01-18
16,Wolves,63.3,1.6,0.8,2023-01-18
17,Southamon,62.5,1.7,1.0,2023-01-18
18,Everton,59.0,1.6,1.0,2023-01-18
19,Bournemouth,55.2,1.5,1.1,2023-01-18
