,team,spi,off,def,date
0,Man City,93.6,2.9,0.2,2022-02-09
1,Liverpool,92.0,3.0,0.4,2022-02-09
2,Chelsea,89.0,2.4,0.3,2022-02-09
3,Arsenal,81.7,2.1,0.5,2022-02-09
4,Tottenham,78.3,2.2,0.7,2022-02-09
5,Man United,77.3,2.2,0.7,2022-02-09
6,West Ham,74.5,2.1,0.8,2022-02-09
7,Wolves,74.0,1.7,0.5,2022-02-09
8,Brighton,78.2,1.9,0.5,2022-02-09
9,Leicester,71.5,2.2,1.0,2022-02-09
10,Aston Villa,72.7,2.0,0.8,2022-02-09
11,Southamon,69.8,1.9,0.9,2022-02-09
12,Crystal Palace,71.0,1.9,0.8,2022-02-09
13,Leeds United,67.5,2.0,1.0,2022-02-09
14,Brentford,67.0,1.8,0.9,2022-02-09
15,Everton,65.5,1.8,1.0,2022-02-09
16,Newcastle,62.0,1.7,1.0,2022-02-09
17,Burnley,63.7,1.7,0.9,2022-02-09
18,Watford,60.1,1.6,1.0,2022-02-09
19,Norwich,56.1,1.5,1.0,2022-02-09
