,team,spi,off,def,date
0,Man City,93.2,2.8,0.2,2022-04-13
1,Liverpool,93.1,3.0,0.3,2022-04-13
2,Chelsea,88.6,2.5,0.4,2022-04-13
3,Tottenham,81.7,2.4,0.7,2022-04-13
4,Arsenal,81.3,2.2,0.5,2022-04-13
5,Man United,78.3,2.1,0.6,2022-04-13
6,West Ham,71.5,1.9,0.8,2022-04-13
7,Wolves,71.6,1.7,0.6,2022-04-13
8,Leicester,69.5,2.0,0.9,2022-04-13
9,Crystal Palace,74.4,1.9,0.7,2022-04-13
10,Aston Villa,75.8,2.0,0.7,2022-04-13
11,Brighton,74.7,1.9,0.6,2022-04-13
12,Brentford,72.1,1.9,0.8,2022-04-13
13,Southamon,66.3,1.9,1.0,2022-04-13
14,Newcastle,67.1,1.7,0.8,2022-04-13
15,Leeds United,63.7,1.9,1.1,2022-04-13
16,Everton,62.7,1.7,1.0,2022-04-13
17,Burnley,62.7,1.6,0.9,2022-04-13
18,Watford,59.0,1.6,1.0,2022-04-13
19,Norwich,53.7,1.5,1.2,2022-04-13
