,team,spi,off,def,date
0,Man City,93.9,3.0,0.2,2022-01-12
1,Liverpool,92.1,3.0,0.4,2022-01-12
2,Chelsea,88.6,2.5,0.4,2022-01-12
3,Arsenal,81.8,2.2,0.5,2022-01-12
4,Tottenham,79.7,2.2,0.6,2022-01-12
5,West Ham,75.7,2.1,0.8,2022-01-12
6,Man United,76.9,2.2,0.7,2022-01-12
7,Brighton,77.1,1.9,0.6,2022-01-12
8,Leicester,72.9,2.2,0.9,2022-01-12
9,Wolves,74.1,1.7,0.5,2022-01-12
10,Aston Villa,72.7,2.0,0.8,2022-01-12
11,Crystal Palace,70.4,1.9,0.8,2022-01-12
12,Southamon,68.3,1.8,0.9,2022-01-12
13,Everton,68.3,1.9,0.9,2022-01-12
14,Brentford,66.9,1.8,0.9,2022-01-12
15,Leeds United,67.4,1.9,1.0,2022-01-12
16,Burnley,64.1,1.8,1.0,2022-01-12
17,Watford,59.6,1.7,1.1,2022-01-12
18,Newcastle,59.0,1.7,1.1,2022-01-12
19,Norwich,53.8,1.5,1.1,2022-01-12
