,team,spi,off,def,date
0,Man City,93.8,3.0,0.2,2022-03-01
1,Liverpool,92.9,3.0,0.3,2022-03-01
2,Chelsea,88.9,2.4,0.3,2022-03-01
3,Arsenal,82.4,2.2,0.5,2022-03-01
4,Tottenham,78.0,2.2,0.7,2022-03-01
5,Man United,79.3,2.2,0.6,2022-03-01
6,West Ham,74.0,2.0,0.7,2022-03-01
7,Wolves,73.5,1.7,0.6,2022-03-01
8,Southamon,72.3,2.0,0.8,2022-03-01
9,Leicester,71.1,2.2,1.0,2022-03-01
10,Brighton,75.1,1.9,0.6,2022-03-01
11,Aston Villa,73.3,1.9,0.7,2022-03-01
12,Crystal Palace,71.2,1.8,0.7,2022-03-01
13,Newcastle,65.8,1.7,0.9,2022-03-01
14,Everton,66.4,1.8,0.9,2022-03-01
15,Brentford,65.6,1.7,0.9,2022-03-01
16,Burnley,66.3,1.7,0.8,2022-03-01
17,Leeds United,62.6,1.9,1.1,2022-03-01
18,Watford,59.3,1.6,1.0,2022-03-01
19,Norwich,54.1,1.5,1.1,2022-03-01
