,team,spi,off,def,date
0,Man City,93.3,2.9,0.2,2021-08-29
1,Liverpool,89.3,2.7,0.4,2021-08-29
2,Chelsea,89.1,2.4,0.3,2021-08-29
3,Man United,85.2,2.4,0.5,2021-08-29
4,Tottenham,78.7,2.2,0.7,2021-08-29
5,West Ham,74.5,2.2,0.8,2021-08-29
6,Everton,75.0,2.0,0.7,2021-08-29
7,Leicester,74.9,2.0,0.7,2021-08-29
8,Brighton,73.8,1.9,0.7,2021-08-29
9,Arsenal,75.8,2.0,0.7,2021-08-29
10,Aston Villa,71.3,2.0,0.8,2021-08-29
11,Leeds United,70.8,2.0,0.9,2021-08-29
12,Wolves,72.3,1.8,0.7,2021-08-29
13,Brentford,65.3,1.7,0.8,2021-08-29
14,Southamon,66.5,1.9,0.9,2021-08-29
15,Burnley,63.6,1.8,1.0,2021-08-29
16,Crystal Palace,63.0,1.7,0.9,2021-08-29
17,Newcastle,62.9,1.8,1.1,2021-08-29
18,Watford,60.9,1.6,1.0,2021-08-29
19,Norwich,60.0,1.6,1.0,2021-08-29
