,team,spi,off,def,date
0,Man City,93.7,3.0,0.2,2021-10-24
1,Liverpool,91.4,3.1,0.4,2021-10-24
2,Chelsea,88.9,2.4,0.3,2021-10-24
3,Man United,80.9,2.4,0.7,2021-10-24
4,West Ham,76.4,2.1,0.7,2021-10-24
5,Arsenal,77.2,2.1,0.6,2021-10-24
6,Tottenham,74.0,2.1,0.8,2021-10-24
7,Leicester,74.4,2.2,0.8,2021-10-24
8,Brighton,74.7,1.9,0.6,2021-10-24
9,Wolves,73.1,1.8,0.6,2021-10-24
10,Brentford,71.3,1.8,0.7,2021-10-24
11,Everton,70.0,1.9,0.9,2021-10-24
12,Aston Villa,71.4,2.0,0.9,2021-10-24
13,Southamon,68.6,1.8,0.8,2021-10-24
14,Crystal Palace,67.3,1.8,0.8,2021-10-24
15,Leeds United,69.9,1.9,0.8,2021-10-24
16,Watford,60.3,1.7,1.0,2021-10-24
17,Burnley,64.4,1.8,1.0,2021-10-24
18,Newcastle,62.0,1.8,1.1,2021-10-24
19,Norwich,55.8,1.5,1.1,2021-10-24
