,team,spi,off,def,date
0,Man City,93.9,2.9,0.2,2022-01-19
1,Liverpool,92.4,3.0,0.4,2022-01-19
2,Chelsea,88.3,2.5,0.3,2022-01-19
3,Tottenham,80.6,2.3,0.6,2022-01-19
4,Arsenal,81.8,2.2,0.5,2022-01-19
5,Man United,75.8,2.2,0.8,2022-01-19
6,West Ham,74.7,2.1,0.8,2022-01-19
7,Wolves,74.3,1.7,0.5,2022-01-19
8,Brighton,78.3,2.0,0.5,2022-01-19
9,Leicester,71.3,2.2,1.0,2022-01-19
10,Aston Villa,73.5,2.0,0.7,2022-01-19
11,Crystal Palace,70.0,1.9,0.8,2022-01-19
12,Southamon,67.7,1.9,0.9,2022-01-19
13,Leeds United,68.0,2.0,1.0,2022-01-19
14,Brentford,66.3,1.8,0.9,2022-01-19
15,Everton,67.5,1.9,0.9,2022-01-19
16,Burnley,64.1,1.8,1.0,2022-01-19
17,Watford,60.0,1.7,1.1,2022-01-19
18,Newcastle,58.7,1.7,1.1,2022-01-19
19,Norwich,54.7,1.5,1.1,2022-01-19
