,team,spi,off,def,date
0,Man City,94.2,3.0,0.2,2022-02-16
1,Liverpool,92.6,3.0,0.3,2022-02-16
2,Chelsea,89.0,2.4,0.3,2022-02-16
3,Arsenal,81.9,2.1,0.5,2022-02-16
4,Man United,78.6,2.2,0.7,2022-02-16
5,Tottenham,76.9,2.2,0.7,2022-02-16
6,West Ham,74.5,2.0,0.7,2022-02-16
7,Wolves,75.2,1.7,0.5,2022-02-16
8,Brighton,77.8,1.9,0.5,2022-02-16
9,Leicester,71.4,2.2,1.0,2022-02-16
10,Southamon,69.7,1.9,0.9,2022-02-16
11,Aston Villa,72.8,1.9,0.7,2022-02-16
12,Crystal Palace,70.8,1.9,0.8,2022-02-16
13,Brentford,67.6,1.8,0.8,2022-02-16
14,Everton,67.3,1.9,0.9,2022-02-16
15,Leeds United,65.9,1.9,1.0,2022-02-16
16,Newcastle,62.5,1.7,1.0,2022-02-16
17,Burnley,64.1,1.7,0.9,2022-02-16
18,Watford,59.1,1.6,1.0,2022-02-16
19,Norwich,55.0,1.5,1.1,2022-02-16
