,team,spi,off,def,date
0,Man City,91.6,2.7,0.3,2021-08-15
1,Liverpool,88.6,2.6,0.4,2021-08-15
2,Chelsea,88.5,2.4,0.3,2021-08-15
3,Man United,85.6,2.4,0.5,2021-08-15
4,Tottenham,79.1,2.3,0.7,2021-08-15
5,Arsenal,79.7,2.1,0.6,2021-08-15
6,Leicester,76.9,2.1,0.7,2021-08-15
7,West Ham,74.1,2.1,0.8,2021-08-15
8,Brighton,74.2,1.9,0.7,2021-08-15
9,Everton,73.5,1.9,0.7,2021-08-15
10,Leeds United,71.3,2.0,0.8,2021-08-15
11,Aston Villa,71.5,2.0,0.8,2021-08-15
12,Wolves,71.1,1.8,0.7,2021-08-15
13,Brentford,63.5,1.7,0.9,2021-08-15
14,Newcastle,64.8,1.9,1.0,2021-08-15
15,Southamon,65.3,1.8,1.0,2021-08-15
16,Burnley,64.0,1.8,1.0,2021-08-15
17,Watford,61.0,1.6,1.0,2021-08-15
18,Crystal Palace,62.2,1.7,1.0,2021-08-15
19,Norwich,60.7,1.6,1.0,2021-08-15
