,team,spi,off,def,date
0,Man City,93.3,2.9,0.2,2021-12-01
1,Liverpool,92.2,3.1,0.4,2021-12-01
2,Chelsea,90.5,2.5,0.2,2021-12-01
3,West Ham,77.8,2.1,0.7,2021-12-01
4,Arsenal,77.6,2.0,0.6,2021-12-01
5,Man United,79.0,2.3,0.7,2021-12-01
6,Tottenham,72.3,1.9,0.8,2021-12-01
7,Brighton,77.1,1.9,0.5,2021-12-01
8,Leicester,71.0,2.1,0.9,2021-12-01
9,Wolves,72.2,1.7,0.6,2021-12-01
10,Aston Villa,72.1,2.0,0.8,2021-12-01
11,Crystal Palace,70.9,1.9,0.8,2021-12-01
12,Brentford,67.9,1.9,0.9,2021-12-01
13,Everton,69.7,1.9,0.8,2021-12-01
14,Southamon,69.3,1.8,0.8,2021-12-01
15,Leeds United,70.5,1.9,0.8,2021-12-01
16,Burnley,65.3,1.8,1.0,2021-12-01
17,Watford,63.4,1.8,1.0,2021-12-01
18,Norwich,57.9,1.5,1.0,2021-12-01
19,Newcastle,59.3,1.7,1.1,2021-12-01
