,team,spi,off,def,date
0,Man City,93.2,2.8,0.2,2022-04-20
1,Liverpool,93.5,3.0,0.3,2022-04-20
2,Chelsea,87.6,2.5,0.4,2022-04-20
3,Arsenal,82.4,2.2,0.5,2022-04-20
4,Tottenham,80.8,2.4,0.7,2022-04-20
5,Man United,76.5,2.1,0.7,2022-04-20
6,West Ham,72.5,2.0,0.8,2022-04-20
7,Wolves,71.6,1.7,0.6,2022-04-20
8,Leicester,69.2,2.0,0.9,2022-04-20
9,Brighton,75.7,1.8,0.6,2022-04-20
10,Crystal Palace,74.1,1.9,0.7,2022-04-20
11,Brentford,71.9,2.0,0.8,2022-04-20
12,Aston Villa,75.8,2.0,0.7,2022-04-20
13,Southamon,66.5,1.9,1.0,2022-04-20
14,Newcastle,68.8,1.8,0.8,2022-04-20
15,Leeds United,63.7,1.9,1.1,2022-04-20
16,Everton,63.3,1.7,1.0,2022-04-20
17,Burnley,62.3,1.6,0.9,2022-04-20
18,Watford,58.8,1.6,1.1,2022-04-20
19,Norwich,54.2,1.6,1.2,2022-04-20
