,team,spi,off,def,date
0,Man City,93.5,2.9,0.2,2021-09-15
1,Liverpool,90.0,2.8,0.4,2021-09-15
2,Chelsea,88.4,2.4,0.3,2021-09-15
3,Man United,84.7,2.4,0.5,2021-09-15
4,Tottenham,76.1,2.2,0.7,2021-09-15
5,Everton,74.6,2.0,0.7,2021-09-15
6,West Ham,74.9,2.1,0.8,2021-09-15
7,Leicester,74.4,2.0,0.7,2021-09-15
8,Brighton,74.2,1.8,0.6,2021-09-15
9,Arsenal,76.3,2.0,0.7,2021-09-15
10,Aston Villa,72.2,2.0,0.8,2021-09-15
11,Wolves,74.0,1.8,0.6,2021-09-15
12,Leeds United,69.3,2.0,0.9,2021-09-15
13,Crystal Palace,66.0,1.7,0.9,2021-09-15
14,Southamon,66.8,1.8,0.9,2021-09-15
15,Brentford,65.5,1.6,0.8,2021-09-15
16,Burnley,63.7,1.8,1.0,2021-09-15
17,Newcastle,62.2,1.8,1.1,2021-09-15
18,Watford,59.0,1.6,1.0,2021-09-15
19,Norwich,59.4,1.6,1.0,2021-09-15
