,team,spi,off,def,date
0,Man City,94.1,3.0,0.2,2021-12-15
1,Liverpool,92.9,3.1,0.3,2021-12-15
2,Chelsea,88.7,2.6,0.4,2021-12-15
3,Man United,78.2,2.2,0.7,2021-12-15
4,Arsenal,79.4,2.1,0.6,2021-12-15
5,West Ham,76.1,2.0,0.7,2021-12-15
6,Tottenham,73.4,2.0,0.7,2021-12-15
7,Leicester,72.2,2.1,0.9,2021-12-15
8,Aston Villa,73.4,2.0,0.7,2021-12-15
9,Brighton,76.1,1.9,0.5,2021-12-15
10,Wolves,72.1,1.7,0.6,2021-12-15
11,Crystal Palace,71.7,1.9,0.7,2021-12-15
12,Brentford,67.7,1.9,0.9,2021-12-15
13,Everton,69.1,1.9,0.8,2021-12-15
14,Southamon,67.9,1.8,0.8,2021-12-15
15,Leeds United,68.6,1.9,0.9,2021-12-15
16,Burnley,65.3,1.8,0.9,2021-12-15
17,Watford,62.4,1.8,1.0,2021-12-15
18,Newcastle,59.5,1.7,1.1,2021-12-15
19,Norwich,57.0,1.5,1.0,2021-12-15
