,team,spi,off,def,date
0,Man City,93.7,3.0,0.2,2021-12-29
1,Liverpool,92.2,3.1,0.4,2021-12-29
2,Chelsea,88.6,2.5,0.4,2021-12-29
3,Arsenal,81.9,2.2,0.5,2021-12-29
4,Tottenham,78.3,2.2,0.7,2021-12-29
5,Man United,78.1,2.2,0.7,2021-12-29
6,West Ham,76.2,2.1,0.7,2021-12-29
7,Leicester,72.9,2.2,0.9,2021-12-29
8,Brighton,77.3,1.9,0.5,2021-12-29
9,Aston Villa,72.6,2.0,0.8,2021-12-29
10,Wolves,72.4,1.7,0.6,2021-12-29
11,Crystal Palace,70.2,1.9,0.8,2021-12-29
12,Everton,68.8,1.9,0.9,2021-12-29
13,Brentford,68.2,1.8,0.8,2021-12-29
14,Southamon,67.2,1.8,0.9,2021-12-29
15,Leeds United,66.6,1.9,1.0,2021-12-29
16,Burnley,65.3,1.8,0.9,2021-12-29
17,Watford,61.0,1.8,1.1,2021-12-29
18,Newcastle,59.0,1.7,1.1,2021-12-29
19,Norwich,54.1,1.5,1.1,2021-12-29
