,team,spi,off,def,date
0,Man City,93.5,3.0,0.3,2022-05-22
1,Liverpool,93.1,2.9,0.3,2022-05-22
2,Chelsea,88.4,2.4,0.3,2022-05-22
3,Tottenham,84.1,2.5,0.6,2022-05-22
4,Arsenal,80.2,2.2,0.6,2022-05-22
5,Man United,74.7,2.1,0.8,2022-05-22
6,West Ham,73.0,2.0,0.8,2022-05-22
7,Leicester,71.3,2.0,0.8,2022-05-22
8,Brighton,80.0,2.1,0.5,2022-05-22
9,Wolves,69.6,1.8,0.8,2022-05-22
10,Newcastle,71.7,1.8,0.7,2022-05-22
11,Crystal Palace,76.5,1.9,0.5,2022-05-22
12,Brentford,72.4,2.0,0.8,2022-05-22
13,Aston Villa,76.2,2.0,0.7,2022-05-22
14,Southamon,61.9,1.8,1.1,2022-05-22
15,Everton,63.7,1.8,1.0,2022-05-22
16,Leeds United,63.0,1.8,1.1,2022-05-22
17,Burnley,63.7,1.7,0.9,2022-05-22
18,Watford,55.3,1.6,1.2,2022-05-22
19,Norwich,47.1,1.5,1.4,2022-05-22
