,team,spi,off,def,date
0,Man City,93.1,2.9,0.2,2021-09-19
1,Liverpool,90.1,2.8,0.4,2021-09-19
2,Chelsea,89.3,2.4,0.3,2021-09-19
3,Man United,84.9,2.4,0.5,2021-09-19
4,Tottenham,74.7,2.1,0.8,2021-09-19
5,Brighton,74.0,1.9,0.6,2021-09-19
6,West Ham,75.3,2.1,0.8,2021-09-19
7,Everton,73.6,2.0,0.7,2021-09-19
8,Arsenal,76.3,2.0,0.7,2021-09-19
9,Leicester,73.8,2.0,0.8,2021-09-19
10,Aston Villa,73.4,2.0,0.8,2021-09-19
11,Wolves,72.3,1.8,0.7,2021-09-19
12,Brentford,67.2,1.7,0.8,2021-09-19
13,Leeds United,69.5,2.0,0.9,2021-09-19
14,Southamon,68.0,1.8,0.8,2021-09-19
15,Crystal Palace,65.9,1.7,0.9,2021-09-19
16,Watford,60.2,1.6,1.0,2021-09-19
17,Burnley,63.9,1.8,1.0,2021-09-19
18,Newcastle,62.1,1.8,1.1,2021-09-19
19,Norwich,57.6,1.6,1.1,2021-09-19
