,team,spi,off,def,date
0,Man City,92.2,2.8,0.2,2021-08-23
1,Chelsea,89.6,2.5,0.3,2021-08-23
2,Liverpool,88.7,2.6,0.4,2021-08-23
3,Man United,85.7,2.4,0.5,2021-08-23
4,Tottenham,78.8,2.3,0.7,2021-08-23
5,West Ham,75.6,2.2,0.8,2021-08-23
6,Brighton,74.8,1.9,0.6,2021-08-23
7,Arsenal,78.0,2.1,0.6,2021-08-23
8,Leicester,75.2,2.1,0.7,2021-08-23
9,Everton,74.0,2.0,0.7,2021-08-23
10,Aston Villa,72.1,2.0,0.8,2021-08-23
11,Leeds United,70.6,2.0,0.9,2021-08-23
12,Wolves,71.5,1.8,0.7,2021-08-23
13,Brentford,64.3,1.7,0.9,2021-08-23
14,Southamon,65.3,1.8,1.0,2021-08-23
15,Newcastle,64.5,1.8,1.0,2021-08-23
16,Burnley,63.7,1.8,1.0,2021-08-23
17,Crystal Palace,62.2,1.6,0.9,2021-08-23
18,Watford,60.5,1.6,1.0,2021-08-23
19,Norwich,59.6,1.6,1.0,2021-08-23
