,team,spi,off,def,date
0,Man City,93.6,3.0,0.2,2021-11-24
1,Liverpool,91.8,3.1,0.4,2021-11-24
2,Chelsea,91.0,2.5,0.2,2021-11-24
3,West Ham,77.7,2.1,0.7,2021-11-24
4,Man United,79.2,2.3,0.7,2021-11-24
5,Arsenal,76.4,2.0,0.6,2021-11-24
6,Tottenham,73.6,2.0,0.8,2021-11-24
7,Brighton,75.4,1.9,0.6,2021-11-24
8,Wolves,72.5,1.8,0.7,2021-11-24
9,Crystal Palace,71.4,1.9,0.8,2021-11-24
10,Leicester,72.5,2.0,0.8,2021-11-24
11,Everton,70.1,1.9,0.8,2021-11-24
12,Aston Villa,71.2,2.0,0.8,2021-11-24
13,Southamon,69.6,1.8,0.8,2021-11-24
14,Brentford,67.9,1.9,0.9,2021-11-24
15,Leeds United,70.4,1.9,0.8,2021-11-24
16,Watford,62.0,1.7,1.0,2021-11-24
17,Burnley,65.0,1.9,1.0,2021-11-24
18,Newcastle,61.9,1.8,1.1,2021-11-24
19,Norwich,55.4,1.5,1.1,2021-11-24
