,team,spi,off,def,date
0,Man City,93.8,3.0,0.2,2022-02-23
1,Liverpool,92.9,3.0,0.3,2022-02-23
2,Chelsea,88.9,2.4,0.3,2022-02-23
3,Arsenal,81.8,2.1,0.5,2022-02-23
4,Man United,78.7,2.2,0.7,2022-02-23
5,Tottenham,77.3,2.2,0.7,2022-02-23
6,Wolves,75.0,1.7,0.5,2022-02-23
7,West Ham,73.6,2.0,0.8,2022-02-23
8,Brighton,76.2,1.9,0.6,2022-02-23
9,Southamon,71.2,1.9,0.8,2022-02-23
10,Leicester,72.1,2.2,1.0,2022-02-23
11,Aston Villa,72.0,1.9,0.8,2022-02-23
12,Crystal Palace,70.9,1.9,0.8,2022-02-23
13,Brentford,67.7,1.8,0.8,2022-02-23
14,Burnley,66.9,1.7,0.8,2022-02-23
15,Everton,66.1,1.8,0.9,2022-02-23
16,Leeds United,63.6,1.9,1.1,2022-02-23
17,Newcastle,63.6,1.7,0.9,2022-02-23
18,Watford,59.7,1.6,1.0,2022-02-23
19,Norwich,55.5,1.5,1.1,2022-02-23
