,team,spi,off,def,date
0,Man City,93.9,3.0,0.2,2022-01-03
1,Liverpool,92.1,3.0,0.4,2022-01-03
2,Chelsea,88.6,2.5,0.4,2022-01-03
3,Arsenal,81.8,2.2,0.5,2022-01-03
4,Tottenham,79.7,2.2,0.6,2022-01-03
5,West Ham,75.2,2.1,0.8,2022-01-03
6,Man United,76.9,2.2,0.7,2022-01-03
7,Brighton,77.1,1.9,0.6,2022-01-03
8,Leicester,72.9,2.2,0.9,2022-01-03
9,Wolves,74.1,1.7,0.5,2022-01-03
10,Aston Villa,72.7,2.0,0.8,2022-01-03
11,Crystal Palace,70.4,1.9,0.8,2022-01-03
12,Brentford,68.2,1.8,0.8,2022-01-03
13,Everton,68.3,1.9,0.9,2022-01-03
14,Southamon,67.2,1.8,0.9,2022-01-03
15,Leeds United,67.4,1.9,1.0,2022-01-03
16,Burnley,64.1,1.8,1.0,2022-01-03
17,Watford,59.6,1.7,1.1,2022-01-03
18,Newcastle,59.0,1.7,1.1,2022-01-03
19,Norwich,54.1,1.5,1.1,2022-01-03
