,team,spi,off,def,date
0,Man City,93.5,2.9,0.2,2021-10-06
1,Liverpool,89.8,2.9,0.5,2021-10-06
2,Chelsea,88.7,2.4,0.3,2021-10-06
3,Man United,83.4,2.3,0.5,2021-10-06
4,Everton,74.3,2.0,0.7,2021-10-06
5,Tottenham,74.6,2.1,0.8,2021-10-06
6,Arsenal,76.4,2.0,0.6,2021-10-06
7,Brighton,74.5,1.8,0.6,2021-10-06
8,West Ham,75.1,2.1,0.8,2021-10-06
9,Aston Villa,74.2,2.0,0.7,2021-10-06
10,Brentford,69.3,1.8,0.8,2021-10-06
11,Leicester,72.9,2.0,0.8,2021-10-06
12,Wolves,73.0,1.8,0.6,2021-10-06
13,Leeds United,69.9,1.9,0.9,2021-10-06
14,Crystal Palace,66.9,1.8,0.9,2021-10-06
15,Southamon,67.6,1.8,0.9,2021-10-06
16,Newcastle,63.0,1.8,1.1,2021-10-06
17,Burnley,63.5,1.7,1.0,2021-10-06
18,Watford,59.4,1.6,1.0,2021-10-06
19,Norwich,57.9,1.6,1.0,2021-10-06
