,team,spi,off,def,date
0,Man City,93.7,2.9,0.2,2022-03-20
1,Liverpool,93.1,2.9,0.3,2022-03-20
2,Chelsea,88.7,2.4,0.3,2022-03-20
3,Arsenal,82.7,2.2,0.5,2022-03-20
4,Tottenham,81.1,2.4,0.7,2022-03-20
5,Man United,78.3,2.2,0.7,2022-03-20
6,West Ham,74.4,2.0,0.7,2022-03-20
7,Wolves,72.2,1.7,0.6,2022-03-20
8,Leicester,68.6,2.0,1.0,2022-03-20
9,Aston Villa,76.2,2.0,0.6,2022-03-20
10,Crystal Palace,73.1,1.9,0.7,2022-03-20
11,Southamon,69.2,1.9,0.9,2022-03-20
12,Brighton,74.2,1.8,0.6,2022-03-20
13,Newcastle,67.2,1.7,0.8,2022-03-20
14,Brentford,67.7,1.8,0.8,2022-03-20
15,Leeds United,62.8,1.9,1.1,2022-03-20
16,Everton,63.7,1.7,0.9,2022-03-20
17,Burnley,64.4,1.6,0.8,2022-03-20
18,Watford,59.0,1.6,1.1,2022-03-20
19,Norwich,53.0,1.5,1.2,2022-03-20
