,team,spi,off,def,date
0,Man City,93.7,2.9,0.2,2022-01-23
1,Liverpool,92.0,3.0,0.4,2022-01-23
2,Chelsea,89.0,2.4,0.3,2022-01-23
3,Tottenham,80.0,2.2,0.6,2022-01-23
4,Arsenal,81.7,2.1,0.5,2022-01-23
5,Man United,76.8,2.2,0.7,2022-01-23
6,West Ham,74.1,2.1,0.8,2022-01-23
7,Wolves,74.0,1.7,0.5,2022-01-23
8,Brighton,78.2,1.9,0.5,2022-01-23
9,Leicester,71.5,2.2,1.0,2022-01-23
10,Aston Villa,73.6,2.0,0.7,2022-01-23
11,Crystal Palace,70.7,1.9,0.8,2022-01-23
12,Southamon,68.3,1.9,0.9,2022-01-23
13,Leeds United,67.1,1.9,1.0,2022-01-23
14,Brentford,66.5,1.8,0.9,2022-01-23
15,Everton,67.7,1.9,0.9,2022-01-23
16,Burnley,64.6,1.7,0.9,2022-01-23
17,Newcastle,60.0,1.7,1.1,2022-01-23
18,Watford,58.8,1.7,1.1,2022-01-23
19,Norwich,55.9,1.5,1.1,2022-01-23
