,team,spi,off,def,date
0,Man City,93.4,2.8,0.2,2022-04-06
1,Liverpool,93.2,2.9,0.3,2022-04-06
2,Chelsea,86.2,2.4,0.4,2022-04-06
3,Arsenal,81.6,2.1,0.5,2022-04-06
4,Tottenham,81.7,2.4,0.7,2022-04-06
5,Man United,77.8,2.1,0.7,2022-04-06
6,West Ham,74.4,2.0,0.7,2022-04-06
7,Wolves,72.3,1.7,0.6,2022-04-06
8,Leicester,69.5,2.0,1.0,2022-04-06
9,Crystal Palace,74.3,1.9,0.7,2022-04-06
10,Aston Villa,75.8,2.0,0.7,2022-04-06
11,Southamon,69.7,1.9,0.9,2022-04-06
12,Brighton,74.6,1.8,0.6,2022-04-06
13,Brentford,70.4,1.9,0.8,2022-04-06
14,Newcastle,65.9,1.8,0.9,2022-04-06
15,Leeds United,62.4,1.9,1.2,2022-04-06
16,Burnley,63.9,1.6,0.9,2022-04-06
17,Everton,62.8,1.7,1.0,2022-04-06
18,Watford,59.7,1.6,1.0,2022-04-06
19,Norwich,52.7,1.5,1.2,2022-04-06
