,team,spi,off,def,date
0,Man City,93.7,2.9,0.2,2022-03-16
1,Liverpool,93.1,2.9,0.3,2022-03-16
2,Chelsea,88.7,2.4,0.3,2022-03-16
3,Arsenal,81.9,2.2,0.5,2022-03-16
4,Tottenham,80.3,2.3,0.7,2022-03-16
5,Man United,78.3,2.2,0.7,2022-03-16
6,West Ham,74.3,2.0,0.7,2022-03-16
7,Wolves,73.8,1.7,0.5,2022-03-16
8,Aston Villa,76.7,2.0,0.6,2022-03-16
9,Leicester,69.8,2.1,1.0,2022-03-16
10,Crystal Palace,73.1,1.9,0.7,2022-03-16
11,Southamon,69.2,1.9,0.9,2022-03-16
12,Brighton,74.2,1.8,0.6,2022-03-16
13,Newcastle,66.7,1.8,0.9,2022-03-16
14,Brentford,67.1,1.8,0.9,2022-03-16
15,Leeds United,61.6,1.9,1.1,2022-03-16
16,Everton,63.8,1.7,0.9,2022-03-16
17,Burnley,64.4,1.6,0.8,2022-03-16
18,Watford,59.0,1.6,1.1,2022-03-16
19,Norwich,53.0,1.5,1.2,2022-03-16
