,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
2,2017-08-12,Home,W,1,0,Stoke City,0.6,0.4,60.0,Everton
4,2017-08-21,Away,D,1,1,Manchester City,0.6,1.1,36.0,Everton
6,2017-08-27,Away,L,0,2,Chelsea,0.4,1.0,43.0,Everton
7,2017-09-09,Home,L,0,3,Tottenham,0.9,1.8,51.0,Everton
9,2017-09-17,Away,L,0,4,Manchester Utd,1.1,2.9,51.0,Everton
11,2017-09-23,Home,W,2,1,Bournemouth,2.0,0.3,51.0,Everton
13,2017-10-01,Home,L,0,1,Burnley,1.1,0.4,63.0,Everton
14,2017-10-15,Away,D,1,1,Brighton,1.5,1.0,53.0,Everton
16,2017-10-22,Home,L,2,5,Arsenal,1.0,3.5,33.0,Everton
18,2017-10-29,Away,L,0,2,Leicester City,0.6,1.3,59.0,Everton
20,2017-11-05,Home,W,3,2,Watford,2.1,2.0,38.0,Everton
21,2017-11-18,Away,D,2,2,Crystal Palace,1.8,2.0,31.0,Everton
23,2017-11-26,Away,L,1,4,Southampton,0.2,2.0,33.0,Everton
24,2017-11-29,Home,W,4,0,West Ham,1.5,1.1,44.0,Everton
25,2017-12-02,Home,W,2,0,Huddersfield,0.7,0.3,47.0,Everton
27,2017-12-10,Away,D,1,1,Liverpool,0.9,1.6,21.0,Everton
28,2017-12-13,Away,W,1,0,Newcastle Utd,1.2,0.8,45.0,Everton
29,2017-12-18,Home,W,3,1,Swansea City,2.0,0.8,51.0,Everton
30,2017-12-23,Home,D,0,0,Chelsea,0.3,1.8,32.0,Everton
31,2017-12-26,Away,D,0,0,West Brom,0.4,1.5,48.0,Everton
32,2017-12-30,Away,L,1,2,Bournemouth,0.5,1.5,53.0,Everton
33,2018-01-01,Home,L,0,2,Manchester Utd,1.2,1.4,40.0,Everton
35,2018-01-13,Away,L,0,4,Tottenham,0.3,3.8,39.0,Everton
36,2018-01-20,Home,D,1,1,West Brom,1.1,1.1,56.0,Everton
37,2018-01-31,Home,W,2,1,Leicester City,1.2,2.2,44.0,Everton
38,2018-02-03,Away,L,1,5,Arsenal,1.2,2.6,43.0,Everton
39,2018-02-10,Home,W,3,1,Crystal Palace,1.5,1.5,52.0,Everton
40,2018-02-24,Away,L,0,1,Watford,0.8,0.6,46.0,Everton
41,2018-03-03,Away,L,1,2,Burnley,1.5,2.1,45.0,Everton
42,2018-03-10,Home,W,2,0,Brighton,1.5,0.3,59.0,Everton
43,2018-03-17,Away,W,2,1,Stoke City,2.3,0.8,57.0,Everton
44,2018-03-31,Home,L,1,3,Manchester City,0.9,1.5,19.0,Everton
45,2018-04-07,Home,D,0,0,Liverpool,0.6,0.9,39.0,Everton
46,2018-04-14,Away,D,1,1,Swansea City,1.6,1.3,49.0,Everton
47,2018-04-23,Home,W,1,0,Newcastle Utd,0.7,0.8,56.0,Everton
48,2018-04-28,Away,W,2,0,Huddersfield,0.6,0.6,46.0,Everton
49,2018-05-05,Home,D,1,1,Southampton,0.5,0.7,54.0,Everton
50,2018-05-13,Away,L,1,3,West Ham,1.6,1.1,43.0,Everton
