,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
1,2017-08-13,Home,W,4,0,West Ham,2.1,0.5,55.0,Manchester Utd
2,2017-08-19,Away,W,4,0,Swansea City,3.0,0.4,58.0,Manchester Utd
3,2017-08-26,Home,W,2,0,Leicester City,2.8,0.9,69.0,Manchester Utd
4,2017-09-09,Away,D,2,2,Stoke City,2.1,1.2,63.0,Manchester Utd
6,2017-09-17,Home,W,4,0,Everton,2.9,1.1,49.0,Manchester Utd
8,2017-09-23,Away,W,1,0,Southampton,1.2,1.0,40.0,Manchester Utd
10,2017-09-30,Home,W,4,0,Crystal Palace,2.8,0.4,59.0,Manchester Utd
11,2017-10-14,Away,D,0,0,Liverpool,0.2,1.5,38.0,Manchester Utd
13,2017-10-21,Away,L,1,2,Huddersfield,0.8,1.2,77.0,Manchester Utd
15,2017-10-28,Home,W,1,0,Tottenham,0.8,1.2,45.0,Manchester Utd
17,2017-11-05,Away,L,0,1,Chelsea,0.7,1.6,46.0,Manchester Utd
18,2017-11-18,Home,W,4,1,Newcastle Utd,3.1,1.1,65.0,Manchester Utd
20,2017-11-25,Home,W,1,0,Brighton,1.2,0.5,58.0,Manchester Utd
21,2017-11-28,Away,W,4,2,Watford,1.2,1.4,41.0,Manchester Utd
22,2017-12-02,Away,W,3,1,Arsenal,1.8,4.7,25.0,Manchester Utd
24,2017-12-10,Home,L,1,2,Manchester City,1.4,1.7,36.0,Manchester Utd
25,2017-12-13,Home,W,1,0,Bournemouth,1.1,0.8,57.0,Manchester Utd
26,2017-12-17,Away,W,2,1,West Brom,0.7,1.1,56.0,Manchester Utd
28,2017-12-23,Away,D,2,2,Leicester City,1.9,1.4,51.0,Manchester Utd
29,2017-12-26,Home,D,2,2,Burnley,2.0,0.5,71.0,Manchester Utd
30,2017-12-30,Home,D,0,0,Southampton,1.7,0.6,54.0,Manchester Utd
31,2018-01-01,Away,W,2,0,Everton,1.4,1.2,60.0,Manchester Utd
33,2018-01-15,Home,W,3,0,Stoke City,1.5,1.3,60.0,Manchester Utd
34,2018-01-20,Away,W,1,0,Burnley,0.8,1.0,52.0,Manchester Utd
36,2018-01-31,Away,L,0,2,Tottenham,1.0,1.5,48.0,Manchester Utd
37,2018-02-03,Home,W,2,0,Huddersfield,1.6,0.2,74.0,Manchester Utd
38,2018-02-11,Away,L,0,1,Newcastle Utd,1.9,0.5,64.0,Manchester Utd
41,2018-02-25,Home,W,2,1,Chelsea,1.2,1.7,44.0,Manchester Utd
42,2018-03-05,Away,W,3,2,Crystal Palace,1.2,0.6,69.0,Manchester Utd
43,2018-03-10,Home,W,2,1,Liverpool,0.7,0.7,33.0,Manchester Utd
46,2018-03-31,Home,W,2,0,Swansea City,2.2,0.2,66.0,Manchester Utd
47,2018-04-07,Away,W,3,2,Manchester City,1.1,2.6,36.0,Manchester Utd
48,2018-04-15,Home,L,0,1,West Brom,0.7,0.7,70.0,Manchester Utd
49,2018-04-18,Away,W,2,0,Bournemouth,1.3,1.2,55.0,Manchester Utd
51,2018-04-29,Home,W,2,1,Arsenal,1.7,0.5,59.0,Manchester Utd
52,2018-05-04,Away,L,0,1,Brighton,0.8,1.0,68.0,Manchester Utd
53,2018-05-10,Away,D,0,0,West Ham,0.8,0.6,56.0,Manchester Utd
54,2018-05-13,Home,W,1,0,Watford,0.4,0.6,52.0,Manchester Utd
