,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2017-08-12,Away,L,0,1,West Brom,0.5,1.3,69.0,Bournemouth
1,2017-08-19,Home,L,0,2,Watford,1.0,2.4,55.0,Bournemouth
3,2017-08-26,Home,L,1,2,Manchester City,0.5,1.4,30.0,Bournemouth
4,2017-09-09,Away,L,0,3,Arsenal,0.6,2.2,42.0,Bournemouth
5,2017-09-15,Home,W,2,1,Brighton,1.2,0.9,62.0,Bournemouth
7,2017-09-23,Away,L,1,2,Everton,0.3,2.0,49.0,Bournemouth
8,2017-09-30,Home,D,0,0,Leicester City,1.4,0.6,61.0,Bournemouth
9,2017-10-14,Away,L,0,1,Tottenham,0.2,1.8,28.0,Bournemouth
10,2017-10-21,Away,W,2,1,Stoke City,1.1,1.2,47.0,Bournemouth
12,2017-10-28,Home,L,0,1,Chelsea,0.5,1.6,42.0,Bournemouth
13,2017-11-04,Away,W,1,0,Newcastle Utd,1.5,0.7,52.0,Bournemouth
14,2017-11-18,Home,W,4,0,Huddersfield,0.7,1.2,31.0,Bournemouth
15,2017-11-25,Away,D,0,0,Swansea City,0.4,0.9,51.0,Bournemouth
16,2017-11-29,Home,L,1,2,Burnley,1.2,1.1,62.0,Bournemouth
17,2017-12-03,Home,D,1,1,Southampton,0.9,1.5,49.0,Bournemouth
18,2017-12-09,Away,D,2,2,Crystal Palace,0.7,3.9,55.0,Bournemouth
19,2017-12-13,Away,L,0,1,Manchester Utd,0.8,1.1,43.0,Bournemouth
20,2017-12-17,Home,L,0,4,Liverpool,0.6,2.5,44.0,Bournemouth
22,2017-12-23,Away,L,0,4,Manchester City,0.4,1.5,22.0,Bournemouth
23,2017-12-26,Home,D,3,3,West Ham,2.9,1.7,55.0,Bournemouth
24,2017-12-30,Home,W,2,1,Everton,1.5,0.5,47.0,Bournemouth
25,2018-01-01,Away,D,2,2,Brighton,1.5,2.4,51.0,Bournemouth
27,2018-01-14,Home,W,2,1,Arsenal,0.8,1.1,41.0,Bournemouth
29,2018-01-20,Away,D,1,1,West Ham,0.5,0.8,52.0,Bournemouth
30,2018-01-31,Away,W,3,0,Chelsea,1.1,1.2,35.0,Bournemouth
31,2018-02-03,Home,W,2,1,Stoke City,1.7,0.7,57.0,Bournemouth
32,2018-02-11,Away,L,1,4,Huddersfield,0.3,2.2,50.0,Bournemouth
33,2018-02-24,Home,D,2,2,Newcastle Utd,1.7,3.0,63.0,Bournemouth
34,2018-03-03,Away,D,1,1,Leicester City,1.4,2.7,45.0,Bournemouth
35,2018-03-11,Home,L,1,4,Tottenham,1.2,2.4,37.0,Bournemouth
36,2018-03-17,Home,W,2,1,West Brom,0.7,1.6,60.0,Bournemouth
37,2018-03-31,Away,D,2,2,Watford,1.7,0.7,50.0,Bournemouth
38,2018-04-07,Home,D,2,2,Crystal Palace,1.9,1.1,53.0,Bournemouth
39,2018-04-14,Away,L,0,3,Liverpool,0.3,2.0,39.0,Bournemouth
40,2018-04-18,Home,L,0,2,Manchester Utd,1.2,1.3,45.0,Bournemouth
41,2018-04-28,Away,L,1,2,Southampton,0.7,1.5,60.0,Bournemouth
42,2018-05-05,Home,W,1,0,Swansea City,1.9,1.3,45.0,Bournemouth
43,2018-05-13,Away,W,2,1,Burnley,1.3,1.1,49.0,Bournemouth
