,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
1,2017-08-11,Home,W,4,3,Leicester City,2.5,1.5,68.0,Arsenal
2,2017-08-19,Away,L,0,1,Stoke City,1.5,0.7,76.0,Arsenal
3,2017-08-27,Away,L,0,4,Liverpool,0.6,3.1,52.0,Arsenal
4,2017-09-09,Home,W,3,0,Bournemouth,2.2,0.6,58.0,Arsenal
6,2017-09-17,Away,D,0,0,Chelsea,1.4,0.8,49.0,Arsenal
8,2017-09-25,Home,W,2,0,West Brom,2.2,0.9,69.0,Arsenal
10,2017-10-01,Home,W,2,0,Brighton,2.4,0.4,64.0,Arsenal
11,2017-10-14,Away,L,1,2,Watford,1.0,1.6,54.0,Arsenal
13,2017-10-22,Away,W,5,2,Everton,3.5,1.0,67.0,Arsenal
15,2017-10-28,Home,W,2,1,Swansea City,2.0,0.9,72.0,Arsenal
17,2017-11-05,Away,L,1,3,Manchester City,0.3,1.8,43.0,Arsenal
18,2017-11-18,Home,W,2,0,Tottenham,2.1,0.7,43.0,Arsenal
20,2017-11-26,Away,W,1,0,Burnley,1.8,0.4,64.0,Arsenal
21,2017-11-29,Home,W,5,0,Huddersfield,4.0,0.5,69.0,Arsenal
22,2017-12-02,Home,L,1,3,Manchester Utd,4.7,1.8,75.0,Arsenal
24,2017-12-10,Away,D,1,1,Southampton,0.7,1.3,67.0,Arsenal
25,2017-12-13,Away,D,0,0,West Ham,1.0,0.4,69.0,Arsenal
26,2017-12-16,Home,W,1,0,Newcastle Utd,1.8,0.3,71.0,Arsenal
28,2017-12-22,Home,D,3,3,Liverpool,1.2,2.0,54.0,Arsenal
29,2017-12-28,Away,W,3,2,Crystal Palace,1.8,1.3,64.0,Arsenal
30,2017-12-31,Away,D,1,1,West Brom,0.9,1.5,65.0,Arsenal
31,2018-01-03,Home,D,2,2,Chelsea,1.2,3.0,58.0,Arsenal
34,2018-01-14,Away,L,1,2,Bournemouth,1.1,0.8,59.0,Arsenal
35,2018-01-20,Home,W,4,1,Crystal Palace,2.9,0.6,63.0,Arsenal
37,2018-01-30,Away,L,1,3,Swansea City,1.3,2.1,74.0,Arsenal
38,2018-02-03,Home,W,5,1,Everton,2.6,1.2,57.0,Arsenal
39,2018-02-10,Away,L,0,1,Tottenham,0.6,2.6,50.0,Arsenal
43,2018-03-01,Home,L,0,3,Manchester City,1.3,1.5,46.0,Arsenal
44,2018-03-04,Away,L,1,2,Brighton,1.2,1.2,67.0,Arsenal
46,2018-03-11,Home,W,3,0,Watford,2.2,1.4,59.0,Arsenal
48,2018-04-01,Home,W,3,0,Stoke City,3.3,0.4,69.0,Arsenal
50,2018-04-08,Home,W,3,2,Southampton,1.6,2.0,64.0,Arsenal
52,2018-04-15,Away,L,1,2,Newcastle Utd,1.2,0.8,71.0,Arsenal
53,2018-04-22,Home,W,4,1,West Ham,1.8,0.8,67.0,Arsenal
55,2018-04-29,Away,L,1,2,Manchester Utd,0.5,1.7,41.0,Arsenal
57,2018-05-06,Home,W,5,0,Burnley,2.6,0.3,63.0,Arsenal
58,2018-05-09,Away,L,1,3,Leicester City,1.4,2.2,59.0,Arsenal
59,2018-05-13,Away,W,1,0,Huddersfield,2.0,1.7,55.0,Arsenal
