,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2017-08-12,Home,L,0,2,Manchester City,0.3,1.9,23.0,Brighton
1,2017-08-19,Away,L,0,2,Leicester City,0.2,2.0,55.0,Brighton
3,2017-08-26,Away,D,0,0,Watford,1.1,0.3,57.0,Brighton
4,2017-09-09,Home,W,3,1,West Brom,0.4,1.0,48.0,Brighton
5,2017-09-15,Away,L,1,2,Bournemouth,0.9,1.2,38.0,Brighton
7,2017-09-24,Home,W,1,0,Newcastle Utd,1.0,1.5,49.0,Brighton
8,2017-10-01,Away,L,0,2,Arsenal,0.4,2.4,36.0,Brighton
9,2017-10-15,Home,D,1,1,Everton,1.0,1.5,47.0,Brighton
10,2017-10-20,Away,W,3,0,West Ham,1.4,0.7,35.0,Brighton
11,2017-10-29,Home,D,1,1,Southampton,1.2,0.3,52.0,Brighton
12,2017-11-04,Away,W,1,0,Swansea City,0.9,1.3,44.0,Brighton
13,2017-11-20,Home,D,2,2,Stoke City,0.5,1.0,53.0,Brighton
14,2017-11-25,Away,L,0,1,Manchester Utd,0.5,1.2,42.0,Brighton
15,2017-11-28,Home,D,0,0,Crystal Palace,0.6,0.5,54.0,Brighton
16,2017-12-02,Home,L,1,5,Liverpool,1.7,1.8,43.0,Brighton
17,2017-12-09,Away,L,0,2,Huddersfield,0.3,2.2,42.0,Brighton
18,2017-12-13,Away,L,0,2,Tottenham,0.4,1.5,26.0,Brighton
19,2017-12-16,Home,D,0,0,Burnley,1.5,1.2,58.0,Brighton
20,2017-12-23,Home,W,1,0,Watford,1.1,1.5,51.0,Brighton
21,2017-12-26,Away,L,0,2,Chelsea,0.5,2.1,33.0,Brighton
22,2017-12-30,Away,D,0,0,Newcastle Utd,0.5,0.5,54.0,Brighton
23,2018-01-01,Home,D,2,2,Bournemouth,2.4,1.5,49.0,Brighton
25,2018-01-13,Away,L,0,2,West Brom,0.6,1.0,56.0,Brighton
26,2018-01-20,Home,L,0,4,Chelsea,0.8,1.3,42.0,Brighton
28,2018-01-31,Away,D,1,1,Southampton,1.1,1.4,34.0,Brighton
29,2018-02-03,Home,W,3,1,West Ham,1.7,0.4,55.0,Brighton
30,2018-02-10,Away,D,1,1,Stoke City,1.1,1.4,42.0,Brighton
32,2018-02-24,Home,W,4,1,Swansea City,3.0,0.6,47.0,Brighton
33,2018-03-04,Home,W,2,1,Arsenal,1.2,1.2,33.0,Brighton
34,2018-03-10,Away,L,0,2,Everton,0.3,1.5,41.0,Brighton
36,2018-03-31,Home,L,0,2,Leicester City,1.8,1.2,48.0,Brighton
37,2018-04-07,Home,D,1,1,Huddersfield,1.5,1.5,42.0,Brighton
38,2018-04-14,Away,L,2,3,Crystal Palace,1.5,2.1,51.0,Brighton
39,2018-04-17,Home,D,1,1,Tottenham,1.1,1.3,37.0,Brighton
40,2018-04-28,Away,D,0,0,Burnley,0.4,1.5,55.0,Brighton
41,2018-05-04,Home,W,1,0,Manchester Utd,1.0,0.8,32.0,Brighton
42,2018-05-09,Away,L,1,3,Manchester City,1.2,1.6,27.0,Brighton
43,2018-05-13,Away,L,0,4,Liverpool,0.1,2.8,28.0,Brighton
