,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2017-08-12,Away,W,3,2,Chelsea,0.6,1.5,38.0,Burnley
1,2017-08-19,Home,L,0,1,West Brom,1.3,0.9,66.0,Burnley
3,2017-08-27,Away,D,1,1,Tottenham,0.9,2.3,34.0,Burnley
4,2017-09-10,Home,W,1,0,Crystal Palace,0.3,2.0,36.0,Burnley
5,2017-09-16,Away,D,1,1,Liverpool,0.2,2.2,29.0,Burnley
7,2017-09-23,Home,D,0,0,Huddersfield,0.3,0.3,52.0,Burnley
8,2017-10-01,Away,W,1,0,Everton,0.4,1.1,37.0,Burnley
9,2017-10-14,Home,D,1,1,West Ham,1.2,0.9,62.0,Burnley
10,2017-10-21,Away,L,0,3,Manchester City,0.2,3.1,23.0,Burnley
11,2017-10-30,Home,W,1,0,Newcastle Utd,0.9,0.5,47.0,Burnley
12,2017-11-04,Away,W,1,0,Southampton,0.2,0.7,38.0,Burnley
13,2017-11-18,Home,W,2,0,Swansea City,1.6,0.6,39.0,Burnley
14,2017-11-26,Home,L,0,1,Arsenal,0.4,1.8,36.0,Burnley
15,2017-11-29,Away,W,2,1,Bournemouth,1.1,1.2,38.0,Burnley
16,2017-12-02,Away,L,0,1,Leicester City,1.0,1.4,48.0,Burnley
17,2017-12-09,Home,W,1,0,Watford,0.5,1.1,49.0,Burnley
18,2017-12-12,Home,W,1,0,Stoke City,0.4,1.1,51.0,Burnley
19,2017-12-16,Away,D,0,0,Brighton,1.2,1.5,42.0,Burnley
20,2017-12-23,Home,L,0,3,Tottenham,0.2,3.1,41.0,Burnley
21,2017-12-26,Away,D,2,2,Manchester Utd,0.5,2.0,29.0,Burnley
22,2017-12-30,Away,D,0,0,Huddersfield,1.2,0.1,44.0,Burnley
23,2018-01-01,Home,L,1,2,Liverpool,1.3,1.7,42.0,Burnley
25,2018-01-13,Away,L,0,1,Crystal Palace,0.7,1.4,56.0,Burnley
26,2018-01-20,Home,L,0,1,Manchester Utd,1.0,0.8,48.0,Burnley
27,2018-01-31,Away,D,1,1,Newcastle Utd,1.0,2.2,48.0,Burnley
28,2018-02-03,Home,D,1,1,Manchester City,0.9,1.8,30.0,Burnley
29,2018-02-10,Away,L,0,1,Swansea City,0.5,0.7,43.0,Burnley
30,2018-02-24,Home,D,1,1,Southampton,1.3,0.8,51.0,Burnley
31,2018-03-03,Home,W,2,1,Everton,2.1,1.5,55.0,Burnley
32,2018-03-10,Away,W,3,0,West Ham,1.4,0.8,48.0,Burnley
33,2018-03-31,Away,W,2,1,West Brom,1.3,0.5,53.0,Burnley
34,2018-04-07,Away,W,2,1,Watford,1.0,1.2,40.0,Burnley
35,2018-04-14,Home,W,2,1,Leicester City,0.9,1.9,40.0,Burnley
36,2018-04-19,Home,L,1,2,Chelsea,0.2,1.7,40.0,Burnley
37,2018-04-22,Away,D,1,1,Stoke City,1.6,0.4,56.0,Burnley
38,2018-04-28,Home,D,0,0,Brighton,1.5,0.4,45.0,Burnley
39,2018-05-06,Away,L,0,5,Arsenal,0.3,2.6,37.0,Burnley
40,2018-05-13,Home,L,1,2,Bournemouth,1.1,1.3,51.0,Burnley
