,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2017-08-13,Home,L,0,2,Tottenham,0.8,2.5,28.0,Newcastle Utd
1,2017-08-20,Away,L,0,1,Huddersfield,0.7,0.3,48.0,Newcastle Utd
3,2017-08-26,Home,W,3,0,West Ham,2.3,0.6,37.0,Newcastle Utd
4,2017-09-10,Away,W,1,0,Swansea City,1.0,1.2,38.0,Newcastle Utd
5,2017-09-16,Home,W,2,1,Stoke City,2.0,0.7,42.0,Newcastle Utd
6,2017-09-24,Away,L,0,1,Brighton,1.5,1.0,51.0,Newcastle Utd
7,2017-10-01,Home,D,1,1,Liverpool,0.3,1.3,33.0,Newcastle Utd
8,2017-10-15,Away,D,2,2,Southampton,1.2,1.5,38.0,Newcastle Utd
9,2017-10-21,Home,W,1,0,Crystal Palace,0.3,0.5,54.0,Newcastle Utd
10,2017-10-30,Away,L,0,1,Burnley,0.5,0.9,53.0,Newcastle Utd
11,2017-11-04,Home,L,0,1,Bournemouth,0.7,1.5,48.0,Newcastle Utd
12,2017-11-18,Away,L,1,4,Manchester Utd,1.1,3.1,35.0,Newcastle Utd
13,2017-11-25,Home,L,0,3,Watford,0.9,2.0,53.0,Newcastle Utd
14,2017-11-28,Away,D,2,2,West Brom,0.9,1.5,52.0,Newcastle Utd
15,2017-12-02,Away,L,1,3,Chelsea,0.6,3.2,35.0,Newcastle Utd
16,2017-12-09,Home,L,2,3,Leicester City,0.9,0.5,38.0,Newcastle Utd
17,2017-12-13,Home,L,0,1,Everton,0.8,1.2,55.0,Newcastle Utd
18,2017-12-16,Away,L,0,1,Arsenal,0.3,1.8,29.0,Newcastle Utd
19,2017-12-23,Away,W,3,2,West Ham,1.7,2.1,36.0,Newcastle Utd
20,2017-12-27,Home,L,0,1,Manchester City,0.2,1.8,23.0,Newcastle Utd
21,2017-12-30,Home,D,0,0,Brighton,0.5,0.5,46.0,Newcastle Utd
22,2018-01-01,Away,W,1,0,Stoke City,1.7,1.5,41.0,Newcastle Utd
24,2018-01-13,Home,D,1,1,Swansea City,1.4,1.3,42.0,Newcastle Utd
25,2018-01-20,Away,L,1,3,Manchester City,1.0,2.1,20.0,Newcastle Utd
27,2018-01-31,Home,D,1,1,Burnley,2.2,1.0,52.0,Newcastle Utd
28,2018-02-04,Away,D,1,1,Crystal Palace,0.9,3.0,45.0,Newcastle Utd
29,2018-02-11,Home,W,1,0,Manchester Utd,0.5,1.9,36.0,Newcastle Utd
30,2018-02-24,Away,D,2,2,Bournemouth,3.0,1.7,37.0,Newcastle Utd
31,2018-03-03,Away,L,0,2,Liverpool,0.3,1.5,30.0,Newcastle Utd
32,2018-03-10,Home,W,3,0,Southampton,1.3,0.3,37.0,Newcastle Utd
33,2018-03-31,Home,W,1,0,Huddersfield,2.4,0.1,63.0,Newcastle Utd
34,2018-04-07,Away,W,2,1,Leicester City,0.4,1.4,35.0,Newcastle Utd
35,2018-04-15,Home,W,2,1,Arsenal,0.8,1.2,29.0,Newcastle Utd
36,2018-04-23,Away,L,0,1,Everton,0.8,0.7,44.0,Newcastle Utd
37,2018-04-28,Home,L,0,1,West Brom,1.8,0.7,62.0,Newcastle Utd
38,2018-05-05,Away,L,1,2,Watford,0.7,2.5,61.0,Newcastle Utd
39,2018-05-09,Away,L,0,1,Tottenham,1.0,0.8,37.0,Newcastle Utd
40,2018-05-13,Home,W,3,0,Chelsea,2.2,1.0,42.0,Newcastle Utd
