,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2017-08-11,Away,L,3,4,Arsenal,1.5,2.5,32.0,Leicester City
1,2017-08-19,Home,W,2,0,Brighton,2.0,0.2,45.0,Leicester City
3,2017-08-26,Away,L,0,2,Manchester Utd,0.9,2.8,31.0,Leicester City
4,2017-09-09,Home,L,1,2,Chelsea,1.4,0.8,41.0,Leicester City
5,2017-09-16,Away,D,1,1,Huddersfield,1.3,0.7,41.0,Leicester City
7,2017-09-23,Home,L,2,3,Liverpool,2.8,1.7,45.0,Leicester City
8,2017-09-30,Away,D,0,0,Bournemouth,0.6,1.4,39.0,Leicester City
9,2017-10-16,Home,D,1,1,West Brom,1.3,0.2,57.0,Leicester City
10,2017-10-21,Away,W,2,1,Swansea City,1.9,0.8,44.0,Leicester City
12,2017-10-29,Home,W,2,0,Everton,1.3,0.6,41.0,Leicester City
13,2017-11-04,Away,D,2,2,Stoke City,1.5,1.0,53.0,Leicester City
14,2017-11-18,Home,L,0,2,Manchester City,0.2,1.9,27.0,Leicester City
15,2017-11-24,Away,D,1,1,West Ham,0.4,0.9,50.0,Leicester City
16,2017-11-28,Home,W,2,1,Tottenham,0.6,2.4,38.0,Leicester City
17,2017-12-02,Home,W,1,0,Burnley,1.4,1.0,52.0,Leicester City
18,2017-12-09,Away,W,3,2,Newcastle Utd,0.5,0.9,62.0,Leicester City
19,2017-12-13,Away,W,4,1,Southampton,1.8,1.5,47.0,Leicester City
20,2017-12-16,Home,L,0,3,Crystal Palace,0.9,1.7,56.0,Leicester City
22,2017-12-23,Home,D,2,2,Manchester Utd,1.4,1.9,49.0,Leicester City
23,2017-12-26,Away,L,1,2,Watford,1.3,1.2,51.0,Leicester City
24,2017-12-30,Away,L,1,2,Liverpool,0.7,2.9,39.0,Leicester City
25,2018-01-01,Home,W,3,0,Huddersfield,1.5,0.2,52.0,Leicester City
27,2018-01-13,Away,D,0,0,Chelsea,1.2,0.6,44.0,Leicester City
29,2018-01-20,Home,W,2,0,Watford,1.9,0.9,54.0,Leicester City
31,2018-01-31,Away,L,1,2,Everton,2.2,1.2,56.0,Leicester City
32,2018-02-03,Home,D,1,1,Swansea City,1.7,0.3,60.0,Leicester City
33,2018-02-10,Away,L,1,5,Manchester City,0.1,2.5,30.0,Leicester City
35,2018-02-24,Home,D,1,1,Stoke City,1.2,0.2,65.0,Leicester City
36,2018-03-03,Home,D,1,1,Bournemouth,2.7,1.4,55.0,Leicester City
37,2018-03-10,Away,W,4,1,West Brom,2.1,0.3,56.0,Leicester City
39,2018-03-31,Away,W,2,0,Brighton,1.2,1.8,52.0,Leicester City
40,2018-04-07,Home,L,1,2,Newcastle Utd,1.4,0.4,65.0,Leicester City
41,2018-04-14,Away,L,1,2,Burnley,1.9,0.9,60.0,Leicester City
42,2018-04-19,Home,D,0,0,Southampton,0.6,0.8,54.0,Leicester City
43,2018-04-28,Away,L,0,5,Crystal Palace,0.6,3.0,50.0,Leicester City
44,2018-05-05,Home,L,0,2,West Ham,0.5,1.6,53.0,Leicester City
45,2018-05-09,Home,W,3,1,Arsenal,2.2,1.4,41.0,Leicester City
46,2018-05-13,Away,L,4,5,Tottenham,1.4,1.8,36.0,Leicester City
