,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Manchester City,25,20,3,2,61,14,47,63,2.6,2022-02-12,MCI,2021
2,2,Liverpool,24,16,6,2,61,19,42,54,2.6,2022-02-13,LIV,2021
4,3,Chelsea,24,13,8,3,48,18,30,47,1.2,2022-01-23,CHE,2021
6,4,Manchester United,25,12,7,6,40,32,8,43,2.2,2022-02-15,MUN,2021
8,5,West Ham United,25,12,5,8,44,33,11,41,1.4,2022-02-13,WHU,2021
10,6,Arsenal,22,12,3,7,34,25,9,39,2.0,2022-02-10,ARS,2021
12,7,Wolverhampton Wanderers,23,11,4,8,21,17,4,37,2.4,2022-02-13,WOL,2021
14,8,Tottenham Hotspur,22,11,3,8,28,29,-1,36,1.2,2022-02-13,TOT,2021
16,9,Brighton and Hove Albion,24,7,12,5,25,25,0,33,1.2,2022-02-15,BHA,2021
18,10,Southampton,24,6,11,7,30,37,-7,29,1.6,2022-02-12,SOU,2021
20,11,Leicester City,22,7,6,9,36,41,-5,27,1.0,2022-02-13,LEI,2021
22,12,Aston Villa,23,8,3,12,31,36,-5,27,1.0,2022-02-13,AVL,2021
24,13,Crystal Palace,24,5,11,8,32,35,-3,26,0.6,2022-02-12,CRY,2021
26,14,Brentford,25,6,6,13,26,40,-14,24,0.2,2022-02-12,BRE,2021
28,15,Leeds United,23,5,8,10,27,46,-19,23,1.4,2022-02-12,LEE,2021
30,16,Everton,22,6,4,12,28,38,-10,22,0.6,2022-02-12,EVE,2021
32,17,Newcastle United,23,4,9,10,25,44,-19,21,2.2,2022-02-13,NEW,2021
34,18,Norwich City,24,4,5,15,14,50,-36,17,1.4,2022-02-12,NOR,2021
36,19,Watford,23,4,3,16,23,43,-20,15,0.4,2022-02-12,WAT,2021
38,20,Burnley,21,1,11,9,17,29,-12,14,0.6,2022-02-13,BUR,2021
