,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Manchester City,28,22,3,3,68,18,50,69,2.4,2022-03-06,MCI,2021
2,2,Liverpool,27,19,6,2,71,20,51,63,3.0,2022-03-05,LIV,2021
4,3,Chelsea,27,16,8,3,56,19,37,56,2.6,2022-03-10,CHE,2021
6,4,Arsenal,25,15,3,7,41,29,12,48,2.6,2022-03-06,ARS,2021
8,5,Manchester United,28,13,8,7,45,38,7,47,1.6,2022-03-06,MUN,2021
10,6,West Ham United,28,13,6,9,46,35,11,45,1.6,2022-03-05,WHU,2021
12,7,Tottenham Hotspur,26,14,3,9,40,32,8,45,1.8,2022-03-07,TOT,2021
14,8,Wolverhampton Wanderers,28,13,4,11,28,23,5,43,1.2,2022-03-10,WOL,2021
16,9,Aston Villa,27,11,3,13,40,37,3,36,1.8,2022-03-10,AVL,2021
18,10,Southampton,28,8,11,9,35,43,-8,35,1.4,2022-03-10,SOU,2021
20,11,Crystal Palace,28,7,12,9,39,38,1,33,1.6,2022-03-05,CRY,2021
22,12,Leicester City,25,9,6,10,40,43,-3,33,1.4,2022-03-05,LEI,2021
24,13,Brighton and Hove Albion,27,7,12,8,26,32,-6,33,0.6,2022-03-05,BHA,2021
26,14,Newcastle United,27,7,10,10,32,47,-15,31,2.6,2022-03-10,NEW,2021
28,15,Brentford,28,7,6,15,30,45,-15,27,0.8,2022-03-05,BRE,2021
30,16,Leeds United,28,5,8,15,29,64,-35,23,0.0,2022-03-10,LEE,2021
32,17,Everton,25,6,4,15,28,46,-18,22,0.6,2022-03-07,EVE,2021
34,18,Burnley,26,3,12,11,22,36,-14,21,1.4,2022-03-05,BUR,2021
36,19,Watford,28,5,4,19,27,54,-27,19,0.8,2022-03-10,WAT,2021
38,20,Norwich City,28,4,5,19,17,61,-44,17,0.0,2022-03-10,NOR,2021
