,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Manchester United,4,3,1,0,11,3,8,10,2.5,2021-09-11,MUN,2021
2,2,Chelsea,4,3,1,0,9,1,8,10,2.5,2021-09-11,CHE,2021
4,3,Liverpool,4,3,1,0,9,1,8,10,2.5,2021-09-12,LIV,2021
6,4,Everton,4,3,1,0,10,4,6,10,2.5,2021-09-13,EVE,2021
8,5,Manchester City,4,3,0,1,11,1,10,9,2.25,2021-09-11,MCI,2021
10,6,Brighton and Hove Albion,4,3,0,1,5,3,2,9,2.25,2021-09-11,BHA,2021
12,7,Tottenham Hotspur,4,3,0,1,3,3,0,9,2.25,2021-09-11,TOT,2021
14,8,West Ham United,4,2,2,0,10,5,5,8,2.0,2021-09-11,WHU,2021
16,9,Leicester City,4,2,0,2,4,6,-2,6,1.5,2021-09-11,LEI,2021
18,10,Brentford,4,1,2,1,3,2,1,5,1.25,2021-09-11,BRE,2021
20,11,Crystal Palace,4,1,2,1,5,5,0,5,1.25,2021-09-11,CRY,2021
22,12,Aston Villa,4,1,1,2,5,7,-2,4,1.0,2021-09-11,AVL,2021
24,13,Wolverhampton Wanderers,4,1,0,3,2,3,-1,3,0.75,2021-09-11,WOL,2021
26,14,Southampton,4,0,3,1,4,6,-2,3,0.75,2021-09-11,SOU,2021
28,15,Watford,4,1,0,3,3,7,-4,3,0.75,2021-09-11,WAT,2021
30,16,Arsenal,4,1,0,3,1,9,-8,3,0.75,2021-09-11,ARS,2021
32,17,Leeds United,4,0,2,2,4,11,-7,2,0.5,2021-09-12,LEE,2021
34,18,Burnley,4,0,1,3,3,8,-5,1,0.25,2021-09-13,BUR,2021
36,19,Newcastle United,4,0,1,3,5,12,-7,1,0.25,2021-09-11,NEW,2021
38,20,Norwich City,4,0,0,4,1,11,-10,0,0.0,2021-09-11,NOR,2021
