,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Liverpool,37,31,3,3,82,32,50,96,2.0,2020-07-22,LIV,2019
2,2,Manchester City,37,25,3,9,97,35,62,78,2.4,2020-07-21,MCI,2019
4,3,Manchester United,37,17,12,8,64,36,28,63,2.2,2020-07-22,MUN,2019
6,4,Chelsea,37,19,6,12,67,54,13,63,1.8,2020-07-22,CHE,2019
8,5,Leicester City,37,18,8,11,67,39,28,62,1.4,2020-07-19,LEI,2019
10,6,Wolverhampton Wanderers,37,15,14,8,51,38,13,59,1.4,2020-07-20,WOL,2019
12,7,Tottenham Hotspur,37,16,10,11,60,46,14,58,2.6,2020-07-19,TOT,2019
14,8,Sheffield United,37,14,12,11,38,36,2,54,1.4,2020-07-20,SHU,2019
16,9,Burnley,37,15,9,13,42,48,-6,54,1.8,2020-07-18,BUR,2019
18,10,Arsenal,37,13,14,10,53,46,7,53,1.4,2020-07-21,ARS,2019
20,11,Everton,37,13,10,14,43,53,-10,49,1.0,2020-07-20,EVE,2019
22,12,Southampton,37,14,7,16,48,59,-11,49,1.8,2020-07-19,SOU,2019
24,13,Newcastle United,37,11,11,15,37,55,-18,44,0.4,2020-07-20,NEW,2019
26,14,Crystal Palace,37,11,9,17,30,49,-19,42,0.0,2020-07-20,CRY,2019
28,15,West Ham United,37,10,8,19,48,61,-13,38,1.6,2020-07-22,WHU,2019
30,16,Brighton and Hove Albion,37,8,14,15,37,53,-16,38,1.0,2020-07-20,BHA,2019
32,17,Aston Villa,37,9,7,21,40,66,-26,34,1.4,2020-07-21,AVL,2019
34,18,Watford,37,8,10,19,34,61,-27,34,1.2,2020-07-21,WAT,2019
36,19,Bournemouth,37,8,7,22,37,64,-27,31,0.8,2020-07-19,BOU,2019
38,20,Norwich City,37,5,6,26,26,70,-44,21,0.0,2020-07-18,NOR,2019
