,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Liverpool,32,28,2,2,70,25,45,86,1.4,2020-07-02,LIV,2019
2,2,Manchester City,32,21,3,8,81,33,48,66,1.8,2020-07-02,MCI,2019
4,3,Leicester City,32,16,7,9,60,31,29,55,1.0,2020-07-01,LEI,2019
6,4,Chelsea,32,16,6,10,57,44,13,54,2.0,2020-07-01,CHE,2019
8,5,Manchester United,32,14,10,8,51,31,20,52,2.2,2020-06-30,MUN,2019
10,6,Wolverhampton Wanderers,32,13,13,6,45,34,11,52,2.6,2020-06-27,WOL,2019
12,7,Sheffield United,32,12,11,9,33,32,1,47,1.4,2020-07-02,SHU,2019
14,8,Arsenal,32,11,13,8,47,41,6,46,1.8,2020-07-01,ARS,2019
16,9,Tottenham Hotspur,32,12,9,11,51,44,7,45,1.0,2020-07-02,TOT,2019
18,10,Burnley,32,13,6,13,36,45,-9,45,1.6,2020-06-29,BUR,2019
20,11,Everton,32,12,8,12,40,47,-7,44,1.6,2020-07-01,EVE,2019
22,12,Crystal Palace,32,11,9,12,28,37,-9,42,1.8,2020-06-29,CRY,2019
24,13,Newcastle United,32,11,9,12,33,43,-10,42,2.2,2020-07-01,NEW,2019
26,14,Southampton,32,12,4,16,41,55,-14,40,1.2,2020-06-28,SOU,2019
28,15,Brighton and Hove Albion,32,7,12,13,34,44,-10,33,1.0,2020-06-30,BHA,2019
30,16,West Ham United,32,8,6,18,38,56,-18,30,1.2,2020-07-01,WHU,2019
32,17,Watford,32,6,10,16,29,49,-20,28,0.8,2020-06-28,WAT,2019
34,18,Aston Villa,32,7,6,19,36,60,-24,27,0.4,2020-06-27,AVL,2019
36,19,Bournemouth,32,7,6,19,30,54,-24,27,0.2,2020-07-01,BOU,2019
38,20,Norwich City,32,5,6,21,25,60,-35,21,0.6,2020-07-01,NOR,2019
